customer_id,helpful_votes,marketplace,product_category,product_id,product_parent,product_title,review_body,review_date,review_headline,review_id,star_rating,total_votes,verified_purchase,vine
43669858,0,US,Beauty,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,styling hair in style,8/31/2015,Five Stars,R14QGWPCHU9LSE,5,0,Y,N
107098,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",I just got this last week. I think's great. The cord length is perfect.,8/31/2015,I think's great. The cord length is perfect,R35BHQJHXXJD59,4,0,N,N
51995766,0,US,Beauty,B000065DJY,919751065,revlon 1875w volumizing hair dryer,Excellent dryer.,8/31/2015,Five Stars,R230LCPQDOFJJZ,5,0,Y,N
17023782,0,US,Beauty,B0057HQ6C2,582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt",Perfect,8/31/2015,Five Stars,R18NK8BQ5LPMZZ,5,0,Y,N
17563775,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,I really like this hairdryer. I haven't had it very long. But it's working well for me.,8/31/2015,Nice hairdryer that works very well.,RD0BGSERMZ2JS,5,1,Y,N
181650,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Got tho on super sale. Love it! Cuts my drying time in half,8/30/2015,Awesome dryer,R2NEOR5Y0P7U8V,5,0,N,N
49876147,0,US,Beauty,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,"Nice hair dryer, dual voltage comes in handy.",8/30/2015,Blows like a jet engine!,R2WDYCZI91LL6K,4,0,Y,N
47929663,0,US,Beauty,B001BOFIRO,26711891,andis tourmaline ionic/ceramic 1875 watt hair dryer,Like this as well as the one I had before.,8/30/2015,A good replacement,R3IL7ENAGVGJ3I,5,0,Y,N
30948103,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Live this hairdryer,8/29/2015,Great Blow Dryer,RWMEEVC97HUNG,5,0,Y,N
43455810,0,US,Beauty,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,Perfect for travel.,8/29/2015,Five Stars,R3GR9RB60NKBG0,5,0,Y,N
10601291,0,US,Beauty,B000XE6C3M,772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)",thanks,8/29/2015,Five Stars,R2S51H4FUT53NR,5,0,Y,N
16030865,0,US,Beauty,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,"So handy, works great, frees up counter top space in my small bathroom.",8/29/2015,Works just like the ones in the hotels.,R3GELVX38EM91L,5,0,Y,N
15040037,0,US,Beauty,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",Works great.  Just wish it had a medium setting.,8/29/2015,Works great. Just wish it had a medium setting,R1MNTJKIK8FETW,5,0,Y,N
49609338,0,US,Beauty,B00JXQ06X8,619941271,bed head curls in check 1875 watt diffuser hair dryer,"Love this, keeps my curls nice and not frizzes out.",8/29/2015,Five Stars,RSJM2TUS1RV7B,5,0,Y,N
48907213,0,US,Beauty,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,Bonnet is too small,8/29/2015,Two Stars,R3QWLLEFDJAE1S,2,0,Y,N
2591476,0,US,Beauty,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available","This item it's been working perfectly fine, I'm glad i ordered!!",8/28/2015,Five Stars,R1PCG4HG8GZJBE,5,0,Y,N
10881188,0,US,Beauty,B0009XH6V4,670161917,andis micro turbo hair dryer,It is so hard to find a small blowdryer. I'm very happy with this!,8/28/2015,Great little dryer!,R38Q9W9BNZN2C4,5,0,Y,N
16209825,0,US,Beauty,B0009XH6WI,197856712,andis 1600w quiet hangup hair dryer with night light,Perfect,8/28/2015,Perfect,R1WXXPRNQWE7Y6,5,0,Y,N
15821693,0,US,Beauty,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",Great dryer.,8/28/2015,Five Stars,R3SS843K1CWOIY,5,0,Y,N
22054162,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,looks exactly as in photo. light weight and works like a charm. would definitely recommend,8/27/2015,Great blow dryer,R1CBKQKQYW50UX,5,0,Y,N
42192723,0,US,Beauty,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Small and strong.  Great dryer for travel.  Also has dual voltage.  Glad I bought it!,8/27/2015,Great dryer for travel,R3DTN85N6X9SIS,5,0,Y,N
15701257,0,US,Beauty,B000RZLL38,983445543,oster tourmaline wall mount hair dryer 76932-710,"Seems to be working well, was easy to mount on the wall.",8/27/2015,was easy to mount on the wall,R24QP0W6EEOHUS,5,0,Y,N
50141876,0,US,Beauty,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,No complaints,8/27/2015,Five Stars,RO9KNA385PZML,5,0,Y,N
655525,0,US,Beauty,B001LQY1X4,748065701,conair 1875 watt mid-size hair dryer,not good,8/27/2015,One Star,R2XSDRSLLGC750,1,0,Y,N
52417166,0,US,Beauty,B0057HQ6C2,582752797,"pibbs ttec8012 twin turbo 3800 professional ionic and ceramic hair dryer, black, 2100 watt","I have just used it once, but it worked great. Dried my hair in about 15 minutes.",8/27/2015,but it worked great. Dried my hair in about 15 minutes,R1GNASF5UI5MFK,5,1,Y,N
17346402,0,US,Beauty,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,"So far, so good ...",8/26/2015,so good..,R17M5MZ51QMVCK,3,0,Y,N
14658089,0,US,Beauty,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",It broke the third time I used it piece of crap,8/26/2015,Piece of crap,RVQC05SNQCV7U,1,0,Y,N
14338649,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Very powerful. Dries my hair quickly.,8/26/2015,Five Stars,R2CNQVPGS12Q9U,5,0,Y,N
33442218,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",The ends are pink. Not what I expected,8/26/2015,Three Stars,R2DCN3LVLN029S,3,0,Y,N
46032702,0,US,Beauty,B003ICX810,415057628,pro beauty tools professional turbo hair dryer,Product is just as described. Super fast delivery,8/26/2015,happy with product,R3U2Q8FK78NL25,5,0,Y,N
48160709,0,US,Beauty,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),This is a great hair dryer with loads of power.  It feels like a salon dryer.,8/26/2015,Five Stars,R1NRG8W14M4CLG,5,0,Y,N
48321845,1,US,Beauty,B000065DJY,919751065,revlon 1875w volumizing hair dryer,The diffuser made my curly hair really frizzy and messy.,8/26/2015,Diffuser made curls frizzy,R3L5SKZ80SISVL,2,1,Y,N
7755701,0,US,Beauty,B003L0LWYY,531585937,bed head hot head 1875w hair dryer for massive shine,Cute and stylish,8/26/2015,Five Stars,R3TK7ALY9OX6AU,5,0,Y,N
11160296,0,US,Beauty,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black","Not a bad dryer! Yes, heavy, but sleek as can be and doesn't burn my hair.",8/25/2015,Not bad!!,RXTB7K8FZ2CUI,4,0,Y,N
49305973,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Bang for the buck very good. Good quality,8/25/2015,Five Stars,R2CWOY8AIVXR78,5,0,Y,N
47273846,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,Less heat and more blow would be better,8/25/2015,It works,RGCXNOF41RJUV,4,0,Y,N
3856212,0,US,Beauty,B00005O0MZ,694290590,conair corp pers care 146np conair ionic conditioning 1875-watt hair dryer,It suddenly can't turn on days ago.,8/25/2015,One Star,R27KFIYH6UN3Z9,1,0,Y,N
37126096,0,US,Beauty,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,This dryer is exactly what I wanted very lightweight and does the job,8/24/2015,Great,R1V4NOB6BPAQP7,5,1,Y,N
43649610,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,"My wife is very happy with this hair dryer and she has very full, THICK hair!",8/24/2015,Great product.  My wife loves it.,R6TDV0VZY8MJ2,5,0,Y,N
13327551,0,US,Beauty,B0026ZD0WM,57056668,sunbeam 1632-040 global economizer hair dryer,So far so good,8/24/2015,Four Stars,R19QC4I6XAFVRT,4,0,Y,N
139704,1,US,Beauty,B0001B86HM,805407843,"conair pro styler bonnet hair dryer, white",blow holes are only at the top would be great if they were at the sides,8/24/2015,Two Stars,R5QPK9FEGOJMS,2,1,Y,N
17651331,0,US,Beauty,B004YZMKKU,258419037,"john frieda(r) jf1r 1,875-watt hair dryer",Never had a blow dryer tangle my hair and make it limp. It does get your hair dry slowly.,8/24/2015,Three Stars,R3ATL80Z74M7OG,3,0,Y,N
139034,0,US,Beauty,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,Good as expected,8/24/2015,Four Stars,R7GF4Y91VF0QF,4,0,Y,N
51376596,0,US,Beauty,B0026ZD0WM,57056668,sunbeam 1632-040 global economizer hair dryer,"Nice quality, fairly quiet, nice looking and not too big.  I bought two.",8/23/2015,Quality and good looks.,R1JPB4C7WUPASJ,5,0,Y,N
27951590,0,US,Beauty,B000XE6C3M,772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)",Very Much Worth It!,8/23/2015,Five Stars,R2O4W8PM98H3XE,5,0,Y,N
15018460,0,US,Beauty,B00BB8ZIW0,253917972,remington silk ceramic professional hair dryer,Best blow dryer i have purchased in a long time,8/23/2015,Five Stars,R1BHICCLA0TLA3,5,0,Y,N
241383,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",needs an expensive transformer,8/23/2015,Three Stars,R3MUY94GYQOVXT,3,0,Y,N
41395106,0,US,Beauty,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,I love how compact it is and how amazing it works!!!,8/23/2015,Five Stars,RX4KK6EUQL2UU,5,0,Y,N
793739,0,US,Beauty,B000S8JB36,276205451,"herstyler pro-fusion dryer 鈥?negative ion technology, far infrared heat, ergonomic design 鈥?best hair dryer 鈥?professional quality",Good experience will order again,8/22/2015,Five Stars,R3NYBF74UO3OLT,5,0,Y,N
9905521,0,US,Beauty,B002GQMTAK,955015830,"revlon 1875w rectractable cord, fold & go hair dryer",will dry hair very fast,8/22/2015,Four Stars,R1PR84OBE7Q3KM,4,0,Y,N
31047016,0,US,Beauty,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,Great blow dryer !!!!,8/22/2015,Five Stars,R1EESPDTO6C4EE,5,0,Y,N
3683375,0,US,Beauty,B00O0WRO08,486774008,"conair 1875 watt cord keeper 2-in-1 hair dryer, black",Great for the price!! Glad I didn't spend hundreds like I've seen on others!! Love it!!,8/22/2015,Great price!! Great dryer,R3PLPPJMD961Z0,5,0,Y,N
5937828,0,US,Beauty,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",Best one,8/22/2015,Best ever,R19CPR1IAL5XFP,5,0,Y,N
13627408,0,US,Beauty,B000A3I2X4,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",So far so good.,8/22/2015,Love it,RHF4JD5B0L6D0,5,0,Y,N
44761264,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Nice quality.,8/21/2015,Five Stars,R1D72NF092PCWS,5,0,Y,N
46858877,0,US,Beauty,B001AFFBCG,392681682,revlon 1875w compact travel hair dryer,It works great and I haven't had any issues at all.,8/21/2015,Four Stars,RGVZGNOFRC020,4,0,Y,N
42317249,0,US,Beauty,B000XE6C3M,772841097,"ovente seductive ceramic ionic tourmaline lightweight professional hair dryer, red (3600)",I only had the blow dryer for less than 3 months and the heating element went.,8/21/2015,Two Stars,R1506FPZA7NAQR,2,0,Y,N
14698506,0,US,Beauty,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),works great ! love it!,8/21/2015,Five Stars,R36VT59GYKQGCS,5,2,Y,N
44860250,0,US,Beauty,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",This thing is still going almost a year later,8/21/2015,Five Stars,R2MZ0FT53TI9TL,5,0,Y,N
17452818,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,So far so good,8/21/2015,Four Stars,R2CK11D0ILQMVU,4,0,Y,N
44761264,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Nice quality.,8/21/2015,Five Stars,R399N16CXG9PT2,5,0,Y,N
20049581,0,US,Beauty,B009ZPMPGI,711329162,conair 1875 watt ionic conditioning cord-keeper folding handle hair dryer,Works just fine.  No problems.,8/21/2015,Five Stars,R1PLCZJDZBCRD9,5,0,Y,N
10542075,0,US,Beauty,B001L0EDGK,453645026,turbo power 1500 hair dryer,Excellent  hair dryer,8/21/2015,Five Stars,R1YTXAE8T6UW7C,5,0,Y,N
842081,0,US,Beauty,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,The dryer itself was really nice but the packaging could have been better.,8/20/2015,Four Stars,R16USAHLLXL1G,4,2,Y,N
23884578,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,cool speed is perfect for my hair.  no frizz or dryness,8/20/2015,Five Stars,R1V6FYMJU478XS,5,0,Y,N
4743001,0,US,Beauty,B00P88VPKS,290876515,xtava rimini 1800w professional ionic ceramic hair dryer - reduce drying time and frizz with advanced ionic technology - bring the salon blowout to your home - 2 speeds and 3 heat settings - lightweight and ergonomic (blue),No warm setting! Can't use!,8/20/2015,Two Stars,R1LACW8CHA9EFR,2,0,Y,N
28629855,0,US,Beauty,B000FS1W4U,235105995,"revlon essentials 1875w fast dry hair dryer, rv408",It's good. I like 3 level of heat.,8/20/2015,Five Stars,R2UITL03LISL5B,5,0,Y,N
872130,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple","Great blow dryer, just a little more heavy than I expected",8/20/2015,Three Stars,R3FG3MTAK0NEOM,3,0,Y,N
51642196,0,US,Beauty,B00SKQFT4I,593915883,xtava allure 2200w professional ionic ceramic hair dryer - bring the salon to your home with this powerful and precise blow dryer - 2 speeds - 3 heat settings (ebony),Good hair dryer. It can make your hair more straight but its kinda heavy compared to other hair dryers.,8/20/2015,Four Stars,R316MKHZLAM8SU,4,0,Y,N
15973330,0,US,Beauty,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Excellent product.,8/20/2015,Five Stars,R3UDNY7MS25YUK,5,0,Y,N
1387514,0,US,Beauty,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available",I just love it,8/19/2015,Five Stars,RA5LX3D3TMOXL,5,0,Y,N
39371412,0,US,Beauty,B00132ZG3U,758099411,conair 1875 watt tourmaline ceramic hair dryer,Love how light it is and how quickly it dries my hair!,8/19/2015,So light and easy to use!,R3JGMZZGZ157VL,5,0,Y,N
20560131,0,US,Beauty,B00APV7OWG,443954263,onei mk-ii air ionique hair dryer with ionic generator for professional blowouts,buttons interfere with handle.  always turning off,8/19/2015,Three Stars,R3VNDUASP6N0Z9,3,0,Y,N
4585192,0,US,Beauty,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,WORKS GREAT!! JUST WHAT I WANTED!!!,8/19/2015,Five Stars,R1GHTPX91G2NAU,5,0,Y,N
14632198,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Love love love it. Best one yet.,8/19/2015,love it,R2QP950SX68QYZ,5,0,Y,N
10919717,0,US,Beauty,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,My boyfriend uses this more than I do.  He seems to enjoy it.,8/19/2015,He seems to enjoy it.,R207XVWE53FV0O,5,0,Y,N
29650522,0,US,Beauty,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,I use it on my curly air.  Works great!,8/19/2015,Works great!,R3H4UAA6ZKS3NB,5,0,Y,N
3449222,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",I just love it!,8/18/2015,Five Stars,R3SKWR23KH1QPA,5,0,Y,N
11232010,0,US,Beauty,B00009YJSJ,109106777,conair wallmount 1600 watt hair dryer with led night light; white,god product,8/18/2015,Four Stars,R1VFE2X5RAPWZ,4,0,Y,N
23643577,0,US,Beauty,B000H0XV3G,963066492,vidal sassoon vs547 1875w tourmaline ceramic hair dryer,Does not turn off.,8/18/2015,One Star,R1MLIC8RWA5SQU,1,0,Y,N
14140059,0,US,Beauty,B001BOFISS,341174535,andis 81290 tourmaline ionic/ceramic 1875 watt hair dryer,Love this hair dryer.  It's louder than I'm used to but my hair seems smoother.,8/18/2015,Five Stars,RZPYFNFRDVJC2,5,0,Y,N
30180318,0,US,Beauty,B007ROD3O2,614083399,"salon sundry professional bonnet style hood 1,000 watt salon hair dryer - multiple colors available","My wife loves this thing, she said It feels like a real saloon.",8/18/2015,she said It feels like a real saloon,R210GWU074SB0R,5,1,Y,N
37516936,0,US,Beauty,B0009XH6TG,47684938,"andis 1875-watt fold-n-go ionic hair dryer , silver/black (80020)",LOVE this hair dryer!,8/18/2015,Five Stars,R3RI44VDBL7VV2,5,0,Y,N
26733607,0,US,Beauty,B00070E8IS,531479992,elchim professional 2001 classic hair dryer (colors may vary),Best dryer I have ever owned.,8/18/2015,Five Stars,R1L1XEPY4VKLQS,5,0,Y,N
11618740,0,US,Beauty,B0027SU9JU,918034537,revlon 1875w volumizing turbo hair dryer,junk... the diffuser does not fit on the dryer. My whole reason for purchasing this item!,8/18/2015,One Star,R1M07XWDQ6WX7P,1,1,Y,N
7969238,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",very nice hair dryer and good price too!,8/18/2015,Five Stars,R3QRN258JRPJKZ,5,0,Y,N
50792115,1,US,Beauty,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Did not work in Italy,8/18/2015,One Star,RRMBIV919OM0G,1,1,Y,N
52861660,1,US,Beauty,B0002G214U,685652978,conair soft bonnet hair dryer 1 ea,Gets the job done. Downfall is the bonnet connection keeps popping off so you must keep reattaching it.,8/18/2015,Three Stars,R22VIDOXE2PYLS,3,1,Y,N
163128,0,US,Beauty,B003V264WW,732252283,"remington ac2015 t|studio salon collection pearl ceramic hair dryer, deep purple",Good!,8/18/2015,Five Stars,R2D99YJ18OUBRU,5,0,Y,N
15977135,0,US,Beauty,B0009XH6V4,670161917,andis micro turbo hair dryer,Quite  compact. Seems  very  sturdy  High  setting  very  strong  but  quite  loud,8/17/2015,Seems very sturdy High setting very strong but quite,R2U055A6I1X225,4,0,Y,N
24941423,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,It is everything I expected..,8/17/2015,Five Stars,R3F1WC765VILDD,5,0,Y,N
23367914,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,works great,8/17/2015,Five Stars,R2K6WNOJGM7LB4,5,0,Y,N
174257,0,US,Beauty,B007PM4M3M,987021536,panasonic kurukuru curling hair dryer eh-ka60-k black | ac100-120v/200-240v (japan model),Shipment takes a bit long but very good product,8/17/2015,Five Stars,R1MCHN8CAET370,5,0,Y,N
50658194,0,US,Beauty,B0009XH6V4,670161917,andis micro turbo hair dryer,"Not use yet, but I like it.",8/17/2015,but I like it.,R1JV41KM7KTIDP,4,0,Y,N
44586413,0,US,Beauty,B001UE7D3W,197856712,andis 1600w quiet hangup hair dryer with night light,Woks good,8/17/2015,Five Stars,RGAFV01913DK8,5,0,Y,N
40249295,0,US,Beauty,B003FBG88E,195677102,conair pro styler ionic conditioning hair dryer,conair always makes good products,8/17/2015,Five Stars,R2JCLV2VBASA0D,5,0,Y,N
33046233,0,US,Beauty,B00440ZZKW,734632472,t3 featherweight journey travel hair dryer,Great size and has adequate power...,8/17/2015,Five Stars,R1YVIVFA1H4AH6,5,0,Y,N
47439252,0,US,Beauty,B0012DL8B4,897437023,conair vagabond folding handle 1875 watt compact hair dryer 1 ea,"Small, compact, powerful!",8/17/2015,"Small, compact, powerful!",R347OYE5NGYX2R,5,0,Y,N
7599424,4,US,Beauty,B00006IV22,357308868,conair 1875 watt dual voltage folding handle hair dryer,Junk! Highly NOT RECOMENDED! It was broke for a week used!,8/16/2015,One Star,R239WG6NZNVP7J,1,4,Y,N
5215766,0,US,Beauty,B001UE7D2I,127343313,andis 1875-watt tourmaline ceramic ionic styling hair dryer,I love it this dryer is prefect for my daughters and I .,8/16/2015,Five Stars,R1UBJXGXL32M3U,5,1,Y,N
