customer_id,helpful_votes,marketplace,product_category,product_id,product_parent,product_title,review_body,review_date,review_headline,review_id,star_rating,total_votes,verified_purchase,vine
52854915,3,US,Baby,B00067AUNY,957640647,"dexbaby womb sounds bear audio pacifier, brown (discontinued by manufacturer)",I bought this for my 5 week old twin boys hoping it would help them sleep but it didn't help either one.,6/12/2007,Womb bear,R2IN20D4UHQHF0,1,12,Y,N
40626522,0,US,Baby,B00793CZAE,572944212,"mary meyer wubbanub plush pacifier, lamb",Perfect match for the Gund Huggybuddy I bought as a baby gift.,8/31/2015,Love this!,R1A3ZUBR8TSAKY,5,0,Y,N
16290022,0,US,Baby,B003PCYMP4,911821018,wubbanub lamb infant pacifier,My little girl love this paci contraption!,8/31/2015,Love 棣冩寗,RLJNYBK4FGBYX,5,0,Y,N
10216509,0,US,Baby,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,My son loves this one and will only sleep if he has this one.,8/31/2015,Five Stars,R26QCW75C4JDOK,5,0,Y,N
114040,0,US,Baby,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Perfect,8/31/2015,Five Stars,R2E7N0TVLUHUDR,5,0,Y,N
27971579,0,US,Baby,B003PCYMP4,911821018,wubbanub lamb infant pacifier,Amazing addition to the nursery!,8/31/2015,Five Stars,R1SO9VMCIGZX3U,5,0,Y,N
36369192,0,US,Baby,B00PF841HA,449026476,"philips avent freeflow pacifier bpa, free blue / white, 0-6 months","Great, breathable, and basic pacifier.",8/31/2015,Five Stars,R2EUVAGKYPV8Z3,5,0,Y,N
18742061,0,US,Baby,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",Great pacifiers,8/31/2015,Five Stars,R2EC65V4U7R8FZ,5,0,Y,N
44791277,0,US,Baby,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Baby boy loves it and like to just hold the giraffe.  Happy kid = happy parents,8/31/2015,"Kid loves it, so I do to.",R1QR2VQN2KLU6Z,5,0,Y,N
32717440,0,US,Baby,B00AHO43BG,667171015,fctry - baby pacifiers,went well with the baby one-piece tuxedo. excellent,8/31/2015,I mustache you a question..,R2M4WTN0Z3EJZ5,5,0,Y,N
114040,0,US,Baby,B0028IDXDS,450475749,wubbanub brown monkey pacifier,"Perfect, love!",8/31/2015,Five Stars,R2WGKHKDDYUBV8,5,0,Y,N
2761934,0,US,Baby,B00K92MWE6,181638405,chicco pacifier hard shield,He likes them over all the others and that's what matters.,8/31/2015,Four Stars,R2UQFAFNMGSFKE,4,0,Y,N
9603909,0,US,Baby,B000AKB4IM,295960359,the original billy-bob teeth two front teeth pacifier,Very Cute,8/31/2015,Five Stars,R3CSWENZZI15LL,5,0,Y,N
45264480,0,US,Baby,B00B7U61RI,64500002,"nuk baby talk puller pacifier in assorted colors and styles, 0-6 months",Love these! The shape of them allows my daughter to get a good suction and they stay in her mouth!,8/30/2015,Love these! The shape of them allows my daughter ...,R31OJB468465EI,5,0,Y,N
766380,0,US,Baby,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months",good,8/30/2015,Five Stars,R15YIDY8YOE6WJ,5,0,Y,N
22327797,0,us,baby,b00fb5fi8i,509145368,"jj cole pacifier pod, cream & black",works like it should!,8/30/2015,five stars,r2fs20tloqbb7v,5,0,y,n
32015468,0,us,baby,b0045i6iay,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",loved them,8/30/2015,five stars,r15jbyjr38bp85,5,0,y,n
14324704,0,US,Baby,B0082I1IOO,658108028,"mam glow in the dark night orthodontic pacifier, girl, 6+ months, 2-count",Excellent,8/30/2015,Five Stars,R2WOALUE0F2T34,5,0,Y,N
9232648,0,US,Baby,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months","Good product, as described. Arrived on time",8/30/2015,!,R12GS48GGS342D,5,0,Y,N
130819,0,US,Baby,B00EDKT4UU,449819764,wubbanub infant pacifier - tiger,Bought one because I heard good things about it. My son loves it! I'll be buying more in the future!,8/29/2015,Bought one because I heard good things about it,RB9WN05XBWHNS,5,0,Y,N
38035798,0,US,Baby,B001KK6I8M,396695183,wubbanub infant pacifier - red dog,The best,8/29/2015,Five Stars,R2LHORKBRA09RO,5,0,Y,N
19852922,0,US,Baby,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",The only binky we've been able to get the little one to take!,8/29/2015,Finally!  Success!,R28NXUO2TRX9ZW,5,0,Y,N
49541958,0,US,Baby,B00BIFAEEI,955350284,dr. brown's prevent classic pacifier,"Came fast, item just as described.",8/28/2015,Five Stars,R3R0UQWQOR8MDJ,5,0,Y,N
32761553,0,us,baby,b00aho43bg,667171015,fctry - baby pacifiers,hilarious. who doesn't love a baby with a mustache.,8/28/2015,who doesn't love a baby with a mustache,r357c38jyv00lr,5,0,y,n
50661704,0,US,Baby,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Great!,8/28/2015,Five Stars,R17CIEP2M4146I,5,0,Y,N
14633946,0,US,Baby,B00ER74RGU,943205696,"billy bob baby pacifier, 3 pack",good,8/28/2015,Four Stars,R398TDP4U486LC,4,0,Y,N
8763331,0,US,Baby,B000ROME3U,772280665,"gerber nuk newborn orthodontic pacifier latex size1, colors vary","They are cute, but there aren't enough air holes.  My baby gets rashes from these when used too long.",8/27/2015,Causes face rash,R25SDKA4FJHMYA,2,0,Y,N
12647892,0,US,Baby,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Grandson likes them,8/27/2015,Four Stars,R2O1PZX3XZ9ZOF,4,0,Y,N
15368007,0,US,Baby,B0031VLRYI,572944212,wubbanub soft toy and pacifier,Can't say enough good things about the WubbaNub - wish it had a clasp to attach to clothing,8/27/2015,Five Stars,R2FCN5FV5F97WC,5,0,Y,N
6246490,0,US,Baby,B0033WRT9W,934761232,"mam 2 pack trends silicone pacifier, 6 months",the same designe i choose not recive ! the one what i got is deffrinet 棣冩,8/27/2015,Three Stars,R139D5GYPAJDRZ,3,0,Y,N
8763331,0,US,Baby,B00B4DCZXM,364399161,"mam newborn start orthodontic pacifier, boy, 0+ months, 2-count",Most pacifiers gave my newborn a rash.  These worked great with no rash.,8/27/2015,Adorable and great for sensitive skin,R3CVEQ5UE25IE9,5,0,Y,N
8763331,0,US,Baby,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count",Baby loved them.  They don't cause rashes.  Best part:  easy to find at night without turning on the light!,8/27/2015,Best night pacifiers,R2AGH5OVT2ACNO,5,0,Y,N
21999203,0,US,Baby,B00B8VXDBS,873727498,philips avent bpa free soothie pacifier,The only paci my little one is willing to accept.,8/27/2015,Five Stars,RTW8JH4X2T475,5,0,Y,N
44136141,0,US,Baby,B001L2SA3A,364133280,philips avent bpa free night time pacifier,Love the glowing part in the night. Very useful in order not to wake up my little guy.,8/27/2015,Five Stars,R3IISR5NZR7M5F,5,0,Y,N
14988471,0,US,Baby,B00205JY78,981045906,personalized pacifiers pacifier,Thank you...! I received it today! Really cute...,8/27/2015,Five Stars,R2M6JWR2M8J8O7,5,0,Y,N
13412403,0,US,Baby,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Works for my newborn,8/26/2015,Five Stars,RGW6HZB0F8EHG,5,0,Y,N
536900,0,US,Baby,B007H0SFZI,506569016,"beistle 66675 pin the pacifier baby shower game, 17 x 18.5",Fun game,8/26/2015,Three Stars,R14J1X32N8O6KU,3,0,Y,N
2425333,0,US,Baby,B00B4DD0MC,28435092,"mam air orthodontic pacifier, boy, 6+ months, 2-count",We love MAM in this house! I've used them exclusively with 3 kids now! Best out there!,8/26/2015,The Best!,RNG6UA952IQMN,5,0,Y,N
2425333,0,US,Baby,B0082I1IA8,218693378,"mam glow in the dark night orthodontic pacifier, boy, 6+ months, 2-count",We Love MAM!,8/26/2015,Wouldn't use anything else!,R3OZNWYPA6417Q,5,0,Y,N
51548376,0,US,Baby,B0028IDXDS,450475749,wubbanub brown monkey pacifier,Very cute bit TINY!,8/26/2015,Two Stars,R3A7R5SLIU4JCL,2,0,Y,N
1990431,0,US,Baby,B0047PAHUW,106521272,wubbanub elephant pacifier,Love it it's soft and easy for baby to hold on to,8/26/2015,Very cute,R2L6QTVHUOEB5S,5,0,Y,N
13349835,0,US,Baby,B00BVUQEWG,211963857,"mam night bpa free glow in the dark silicone pacifier, 6 months, 2 pack",baby loves it!,8/26/2015,Five Stars,R9QPNS02RQN7V,5,0,Y,N
992950,0,US,Baby,B00JS4DIKS,495764832,chicco pacifier soft silicone,棣冩啢棣冨緩,8/26/2015,閴傘倧绗?Perfect for baby,RFPEDEJWHK71C,5,0,Y,N
48851896,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",The only pacifier that my baby will use,8/26/2015,Tommee Tippee pacifiers are the only ones my baby will ...,RAYT0H5MYNJIZ,4,0,Y,N
14639532,0,US,Baby,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",Tommee Tippee pacifiers are the only ones my baby will use.  I just wish you could choose the colors.,8/26/2015,Five Stars,R11XQNQQHXVLE0,4,0,Y,N
21843679,0,US,Baby,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,So cute,8/26/2015,Meh.,R1TOPQ9LYVWLEQ,5,0,Y,N
48024651,0,US,Baby,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",My baby didn't like those. She likes the MAM pacifiers instead.,8/25/2015,Five Stars,R3L2XRVPW48ZH4,2,0,Y,N
26845242,0,US,Baby,B00264YZNG,432096885,personalized pacifiers pacifier,Love it,8/25/2015,For my granddaughter. She has been raised on avent ...,R2MAKK4LLO8EFU,5,0,Y,N
39571692,0,US,Baby,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",For my granddaughter.  She has been raised on avent pacifiers and bottles.  Her mother swears by this product.,8/25/2015,Five Stars,R2P984ZAWSXNP8,5,0,Y,N
17876890,0,US,Baby,B00CGF1WPO,464288222,mary meyer wubbanub infant pacifier,"Super cute, very soft and perfect size!",8/25/2015,Must have for Cowboy's fans,R2X97G2665BLF4,5,0,Y,N
28873231,0,US,Baby,B003YI4VIW,747068001,baby fanatic nfl team pacifier 2 pack,Love it when my son walks around the house with this binkie in his mouth :),8/25/2015,Five Stars,RYRO12BSTMG87,5,0,Y,N
46173590,0,US,Baby,B00T2ZFDTC,365343975,tommee tippee every day pacifier 0-3 months 2 pack,The only bunny my daughter would take.,8/25/2015,the color is deep green (which is good) but the TASTE OS HORRIBLE!!,R129FJQB145221,5,0,Y,N
7051324,0,US,Baby,B00IOGIE14,221535473,"mam love & affection orthodontic pacifier, i love mommy, boy, 0-6 months, 2-count","The smell is okay, the color is deep green (which is good) but the TASTE OS HORRIBLE!!",8/25/2015,Five Stars,R2RA264AB5EG8E,5,0,Y,N
16785314,0,US,Baby,B00BI2V6G6,515907812,nuby paci cradle pacifier box,You can't find these in the retail stores. These are a life saver.,8/25/2015,Great baby binky,R1GA1X199CI282,5,0,Y,N
50549848,0,US,Baby,B004GY8A58,343148814,the first years gumdrop newborn pacifier,Great pacifiers. It's really nice that it's one piece and easy to disinfect and keep clean.,8/24/2015,Three Stars,RSWPIE4Y8G1RU,5,0,Y,N
3593854,0,US,Baby,B00H30E9DY,379394235,wubbanub zebra pacifier,It's cute but not heavy enough my newborn can easily push it out of her mouth,8/24/2015,Love,R1M5LEX1BH0RQ6,3,0,Y,N
139093,0,US,Baby,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,So cute. Love it,8/24/2015,Four Stars,R731YMDMW9JXO,5,0,Y,N
25641288,0,US,Baby,B002J265OM,429084754,"2 pack natursutten bpa-free natural rubber pacifier,rounded nipple",My son will only use this pacifier.,8/24/2015,"loved this, and loved that we had a game ...",R3UOUNVET516OW,4,0,Y,N
35533756,0,US,Baby,B008A65V4G,506569016,1- pin the pacifier on the baby,"loved this, and loved that we had a game for the &#34;little&#34; girls to play at our baby shower",8/24/2015,Four Stars,R1OZUHZUXD0R2L,5,0,Y,N
16969217,0,US,Baby,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",These are the only ones my son will use.  Tough material even when my puppies grab them.,8/24/2015,Would not recommend.,R310NVVI9PIHTL,4,0,Y,N
16227353,0,US,Baby,B00L434P5I,389043588,ecosusi 5-piece set includes diaper bag + changing pat + transparent wet bag + pvc bag + pacifier bag,Snaps broke first time I used it.  Would not recommend.,8/24/2015,Great price. These are the only brand my baby ...,R3QMHQM8W47IO9,1,0,Y,N
13884156,0,US,Baby,B004LKRYLS,953521763,philips avent 2 pack bpa free pacifier,Greats &#34;binks&#34;. Great price. These are the only brand my baby will use.,8/24/2015,great buy,R1W2WL0SRIL2X,5,0,Y,N
27441974,0,US,Baby,B00BTWEUPE,597077781,"mam feed & soothe bottle & pacifier gift set, boy, 0+ months, 6-count",Great set. My son has colic and these seem to do the trick. Very happy.,8/24/2015,Wub!,R1Y4WSOPOPC89S,5,0,Y,N
39620036,0,US,Baby,B00QAZA4RS,572944212,mary meyer wubbanub pacifier oatmeal bunny,Special wub for a special granddaughter :),8/24/2015,Five Stars,R2AABN1GYF3UVA,5,0,Y,N
40460015,0,US,Baby,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Just like the one from the hospital. Great price. One in each room of the house,8/24/2015,Ingenious and Cute.,R2U82LEBDLN3LD,5,0,Y,N
40139001,0,US,Baby,B003PCYMP4,911821018,wubbanub lamb infant pacifier,"Harder to lose, harder to drop.<br />Easier to cuddle, easier to love.",8/23/2015,But still good product,R9LWXAGBRBRR5,5,0,Y,N
2462378,0,US,Baby,B001BXREG8,869138578,wubbanub (tm) dragon pacifier!,Wish it could be bigger! But still good product,8/23/2015,Two Stars,R1LYI1CNWLHU89,5,0,Y,N
14469664,0,US,Baby,B001L2SA6M,381226741,philips avent bpa free contemporary freeflow pacifier,Baby did not like it. Also the wrong color was sent to us,8/23/2015,Five Stars,R118VPCWPTKMPW,2,1,Y,N
15873404,0,US,Baby,B0045I6IAO,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Arrived Quick and just as described... Would def. Buy Again :),8/23/2015,Cute,R6CW9ASP7TNJN,5,0,Y,N
34254230,0,US,Baby,B00SKPOT6S,572944212,wubbanub soft toy and pacifier,"These are perfect, no issues that I can see.",8/23/2015,Cute and easy to spot,R1L8X6EOUV9ORB,4,0,N,N
11771231,0,US,Baby,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,"Not only is this adorable, it makes loosing a paci so much easier to find!",8/23/2015,Five Stars,R3VY8OJ8YUBGPN,5,0,Y,N
15778800,0,US,Baby,B0082I1IOO,658108028,"mam glow in the dark night orthodontic pacifier, girl, 6+ months, 2-count",Good price,8/23/2015,Five Stars,R3B2L8GF0OIOA6,5,0,Y,N
16416508,0,US,Baby,B003CK3LDI,392768822,wubbanub infant pacifier - giraffe,Great baby shower present.,8/23/2015,Five Stars,R3VHFGDVLKE7MU,5,0,Y,N
11643776,0,US,Baby,B000AKB4IM,295960359,the original billy-bob teeth two front teeth pacifier,Great,8/22/2015,love,R24IH39FT0MHP7,5,0,Y,N
36437977,0,US,Baby,B001FGL9X0,812583172,wubbanub brown puppy pacifier,Huge wubanub fans!!,8/22/2015,Five Stars,R2LPUSAAFDSDO0,5,0,Y,N
150291,0,US,Baby,B006JHD5V4,540487761,"2 pack natursutten bpa free natural rubber pacifier, butterfly shield, rounded nipple",Products came quick and with no damage.,8/21/2015,Five Stars,R3NVE5E5G5S9RU,5,0,Y,N
22526249,0,US,Baby,B00KB87ZZY,365343975,tommee tippee every day pacifier 0-3 months 2 pack,My baby loves these they don't slip out easily,8/21/2015,Five Stars,R28ZALN7YGAPQ3,5,0,Y,N
7774489,0,US,Baby,B0028H3ACS,380619977,wubbanub tabby kitten pacifier,Excelent choice.,8/21/2015,Three Stars,R37X7CWZMZ27AD,5,0,Y,N
30344037,0,US,Baby,B004OFGPL0,626585865,"original hevea non-toxic, natural rubber star & moon pacifier, orthodontic, 0-3 months, plastic-free",High quality but my son did not like it.,8/21/2015,must have for baby,R3HTNROUIP3X3Q,3,0,Y,N
43503638,0,US,Baby,B00BVUQF02,513520259,"mam newborn latex start orthodontic pacifier, girl, 0+ months, 2-count",Both of my daughters love MAM pacis. And they are cute!,8/21/2015,Five Stars,R3RACFTREJ9Y8J,5,0,Y,N
13058876,0,US,Baby,B00URNO4GG,704366834,"mustache pacifier for baby boys 6-12 months (2pcs), dlux products baby funny gentleman appease & control your child- made of bpa-free, odorless & 100% food-grade silicone according to en 1400 & us cpsc standards - makes ideal gift!",Cool,8/21/2015,Four Stars,R14QN7FFR05989,5,0,N,N
45559735,0,US,Baby,B00005C0KD,451617076,gerber first essentials 2 pack soft center latex pacifier,My son did not like these pacifiers but they are food quality.,8/21/2015,Five Stars,R18JPP76OIVSYS,4,0,Y,N
27667653,0,US,Baby,B00EM5CPCA,311061809,"mam crystal orthodontic pacifier, boy, 6+ months, 2-count",Only pacifiers my son will use!,8/21/2015,Great shower gift,R3V5MRB4KSOM38,5,0,Y,N
46923799,0,US,Baby,B001RNV6NO,416377561,personalized pacifiers mute button pacifier,Gave this as a shower gift. It was a hit with everyone!,8/21/2015,Five Stars,R137V5NHV2NSB5,5,0,Y,N
35076275,0,US,Baby,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",very good quarity.... price is very satisfaction,8/21/2015,Five Stars,R3G21HB41QRFKP,5,0,Y,N
47983878,0,US,Baby,B00CGF1WPO,464288222,mary meyer wubbanub infant pacifier,We love it,8/21/2015,No option to choose design,R1WJL5LJFDXMAG,5,0,Y,N
52253404,0,US,Baby,B00I0M8QTW,339747365,"tommee tippee night pacifier, 2 count",I wish I could've picked the design.,8/21/2015,Four Stars,R1JMEC4M3M2GJE,5,0,Y,N
41240662,0,US,Baby,B00MYRXSE2,528212913,"baby brezza baby bottle sterilizer and dryer machine 閳?electric steam sterilization - universal fit - pacifiers, glass, plastic, and newborn feeding bottles",It does the job,8/21/2015,Two Stars,R29LL4XZOWGY1J,4,0,Y,N
3641116,1,US,Baby,B00579NLIM,831792142,"nuk 2 count sports orthodontic pacifier, sports may vary",I wanted baseball like pictured but got football,8/20/2015,Five Stars,R2UJJ3N7WD5WFZ,2,1,Y,N
44558497,0,US,Baby,B001F43JTO,997127233,wubbanub yellow duck pacifier,Best invention ever!,8/20/2015,five stars,R1GNJG49AVFT87,5,0,Y,N
44092160,0,us,baby,b0091dhacs,545741651,mustache pacifier - chill baby lil'shaver by fred and friends,it is good,8/20/2015,Three Stars,r1edn9n4ffkgh5,5,0,y,n
11560846,0,US,Baby,B00KCNII8Q,181638405,chicco pacifier hard shield,My baby wouldn't take these but I like the style and them seem good.,8/20/2015,Five Stars,RG2TK2BB1MU9T,3,0,Y,N
26904618,0,US,Baby,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",Love them!,8/20/2015,Five Stars,R7E7RZVZV9WLY,5,0,Y,N
26288969,0,US,Baby,B0057EEC62,439223023,"philips avent bpa free translucent orthodontic infant pacifier, 0-6 months, 2 pack",good product,8/20/2015,They're the perfect sizes for infants,R2RMZRAXQ55RFC,5,0,Y,N
34822053,0,US,Baby,B00KCNIEXU,181638405,chicco pacifier hard shield,These are the only pacifiers my son will actually take; he loves them! They're the perfect sizes for infants.,8/20/2015,Five Stars,R3P64C6BA8UM0E,5,0,Y,N
43882752,0,US,Baby,B004NISGUG,254473881,personalized pacifiers,Can't wait to use jt,8/20/2015,Five Stars,R2W23KJOOAW2Z0,5,0,Y,N
34311413,0,US,Baby,B00KB87ZZY,365343975,tommee tippee every day pacifier 0-3 months 2 pack,My baby loves these.,8/20/2015,Super cute!,R1PMC2ZC4KYQ8H,5,0,Y,N
39262069,0,US,Baby,B00PL4IOMG,572944212,wubbanub soft toy and pacifier,Our 7 month old loves it! Super cute colors and really well made.,8/19/2015,One Star,R1URE9NUB5M9C,5,0,Y,N
26711893,0,US,Baby,B00BIFACTU,955350284,dr. brown's prevent classic pacifier,I have ordered for babies 6-12 month old but actually got 0-6 (((,8/19/2015,Fave paci brand!,R1FJQLOIBJP4Q9,1,0,Y,N
46147386,0,US,Baby,B00B4DD0MC,28435092,"mam air orthodontic pacifier, boy, 6+ months, 2-count","Our favorite brand of pacifier hands down! We have tried Avent, Nuk, and various mustachifiers.",8/19/2015,Five Stars,R122IEEP0BOR2T,5,0,Y,N
29016626,0,US,Baby,B0088N4BRO,519841015,skip hop pacifier pocket,Love this item! Clears space in my diaper bag for other things and the prints are super cute!,8/19/2015,Five Stars,R3IJPF591TKS7D,5,0,Y,N
24489010,0,US,Baby,B004C6F5TY,371227007,mam perfect silicone pacifier,awesome item,8/19/2015,Love it,R2WZTV9X59OZJU,5,0,Y,N
119546,0,US,Baby,B00H30E9DY,379394235,wubbanub zebra pacifier,"Very cute.<br />My baby is in love with it, won't go to sleep with out it.",8/19/2015,Five Stars,RIG3G4U0SGIXF,5,0,Y,N
51792581,0,US,Baby,B00BVUQF02,513520259,"mam newborn latex start orthodontic pacifier, girl, 0+ months, 2-count","Great product, thank you!",8/19/2015,Five Stars,R2BM86HJ4VF6LB,5,0,Y,N
36953521,0,US,Baby,B001BXREG8,869138578,wubbanub (tm) dragon pacifier!,my son just loves WubbaNub  WIth they had a fox though. *wink wink*,8/19/2015,Recommended,R18TPJPWJP13YJ,5,0,Y,N
18939207,0,US,Baby,B0045I6IAY,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary",These are the only pacifiers my nephew will use and they are perfect.  Highly recommended!,8/19/2015,Very cute - cleanly packaged,R18ZDG79G1QRK6,5,0,Y,N
34192688,0,US,Baby,B00UH2XBOS,708518599,mustache pacifier,Very cute! Got this as a gift and the momma loved it!,8/19/2015,Five Stars,R3BMA4W8AQER7O,5,0,N,N
51792581,0,US,Baby,B001L2SA3A,364133280,philips avent bpa free night time pacifier,"Great product, thank you!",8/19/2015,Five Stars,R30FLLU4LMU9FI,5,0,Y,N
8279733,0,US,Baby,B00UH2XBOS,708518599,mustache pacifier,Fun surprise!,8/19/2015,Five Stars,R38V0E9WKGODNU,5,0,Y,N
7558270,0,US,Baby,B0081ZOV06,473538559,"philips aventbpa free soothie pacifier, 3+ months, green, 2 count",Best pacifier! My 11 month old has not been able to bite through it and he has 6 teeth.,8/18/2015,Five Stars,R397BQWVZXQLXC,5,0,Y,N
32460016,0,US,Baby,B00UH2XBOS,708518599,mustache pacifier,Love it and everyone always comments on it.,8/18/2015,Three Stars,R2ITXHG8RIYUTR,5,0,Y,N
46374213,0,US,Baby,B00JRYTEBQ,420669412,dr. brown's pacifier and bottle wipes,These things deffinatly come in handy. The only thing is they leave an awful taste.,8/18/2015,Five Stars,R32TBILM50KVRT,3,0,Y,N
