customer_id,marketplace,product_category,product_id,product_parent,product_title,review_body,review_date,review_headline,review_id,verified_purchase,star_rating,total_votes,helpful_votes,vine
23361802,US,Baby,B00L4IVET8,719101633,"nuk newborn 100% silicone orthodontic pacifier in assorted colors, 0-3 months (2 count)","Pacifiers are ok, but picture shows 4 units, and they only deliver two.<br />Misleading advertising.",6/3/2015,Two Stars,RWNPIN2MAX7ZJ,Y,2,39,28,N
13287030,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","These work well for my newborn preemie, although she doesn't take them as well as the ones they gave her in the hospital. These are small enough that they work for her tiny mouth without gagging or choking her, and the design is nice as well. These work well with a pacifier clip thanks to the ring that allows you to attach it.",6/2/2015,small and work well with pacifier clips,R19ESU073WWI0A,N,4,1,1,Y
14016926,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","I love the smaller size on this pacifier... it's perfect for little ones. I've always thought that regular pacifiers were just huge... this solves that problem.  I gave it to my two month old who had been using soothies previously; it's a perfect fit for him and does not make his whole face disappear obnoxiously.  Honestly, I am not planning on upgrading to something larger for a while... this is perfect for him even 3 weeks later at almost 3 months old.<br /><br />It's a nice, soft nipple... and a very discreet gentle color. Perfect all around!",5/30/2015,"Nice, smaller sized regular pacifier that is more discreet and a better fit to a little baby",R34APBL7RNBRP2,N,5,1,0,Y
44590825,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","I had stocked up on Soothies in expectation of my newborn. If you've had a baby in a hospital, you're probably familiar with the big green ones. My son didn't reject them outright, but he didn't seem to be a fan.  I tried one of these within days of coming home from the hospital. He instantly took it and it's clearly his favorite. We haven't had any problems with nipple confusion while breastfeeding (supply is another issue but largely resolved).  Aesthetically I prefer being able to see more of his face, and not just his pacifier.  But really the important things are that it hasn't interfered with nursing and he loves it. If you're interested in a pacifier for your newborn, I highly recommend trying this one.",5/27/2015,"Baby loves it, and compatible with nursing",R2BJ1ANK99GQNE,N,5,5,5,Y
11904415,US,Baby,B00AHO43BG,667171015,fctry - baby pacifiers,"This is a hilarious and adorable pacifier, there's no doubt, BUT IT IS A HUGE SAFETY RISK!!<br />We have only had ours a month and when I was washing it in the sink the nipple came detached from the base. If this had happened in my wee ones mouth he could have sucked it back and choked!!<br />Buyers be wary! There's no way the cute photo will be worth your kid's safety",5/22/2015,JUST SAY NO,R3UH9LQCMY5U3P,N,1,28,26,N
52774230,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","Easy to clean, no weird smell, feels secure. These are pretty similar to Nuk pacifiers, but I like the material better. Nice pacifier.",5/12/2015,"Feels durable, good shape",R1WTP6S4AL7AEI,N,5,0,0,Y
22429746,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","Even when it comes to newborns.<br />Especially when it comes to newborns.<br /><br />When it hits the floor, most of us wash it carefully, and sometimes you just don't have the spare 2 minutes.<br />These pacifiers are shaped for safe, soothing comfort. The sanitary covers are a big plus when traveling.",5/11/2015,You Can't Have Too Many Binkies...,R1GZ2EOU81CXH1,N,5,0,0,Y
16013665,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","These pacifiers are great.  They come in a set of two, are smaller than regular pacifiers (which is great for newborns), have a handy cap to keep it clean while not in use, and are dishwasher safe.  I love the soft feel of the pacifier, and the case can be kept for storage.   They are very durable, and I've noticed Philips makes high quality baby food items across the board.  The little apple logo is attractive.  You probably only need the one set, but a pair is very handy so you have a spare when one inevitably falls on the floor.",5/8/2015,Great newborn pacifier,R3J8MJAK7AENGH,N,4,1,1,Y
15214574,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","This was the perfect size for my friend閳ユ獨 Robyn閳ユ獨 baby.  She is going on three months old but was a tiny preemie.  Like a dog sniffing a bone, Baby Annaleigh played with it a while before suckling the passie.  The pacifier is contoured for great sucking support.<br /><br />The pack has two pacifier in it for $6 bucks which is a pretty good price, but I do not like the $9 in shipping.  I don閳ユ獩 know what BPA-free and is dishwasher safe.",5/5/2015,Nine dollars in shipping for a six dollar item; better off buying at store.,R257LMFIPCF7RT,N,3,2,0,Y
44972512,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","Philips AVENT pacifier is designed with a lighter and smaller shield for newborns (0-2 months) and the collapsible nipples recognize the development of the baby閳ユ獨 palate, gums and teeth 閳?if any. The holes in the curved shield create more air flow to reduce skin irritation. And the pacifier comes with a snap on cap for good hygiene.<br /><br />The nipple is made strong so it won lose its shape after being used for a while. It is dishwasher safe and can be sterilized. Because it is the right size for newborns it will remain in the baby閳ユ獨 mouth, and not slip out or be spit out, making it more sanitary. The AVENT comes in a hand two-pack. Very nice product well designed and made with safe ingredients.",5/4/2015,A Sanitary Pacifier Just for Infants,R2ER1G30O1UHTA,N,5,3,2,Y
52188216,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months",These are perfectly small for newborns and so adorable (I love the subtle design!)! They are both lightweight (VERY lightweight) and have tiny little covers that allow you to keep the covered area hygienic. The hard plastic case in which these are sold make these pacifiers fantastic shower gifts! (They are a set of two!) Love these!,5/3/2015,Perfect for Newborns!,R179BL5AGHUKY1,N,5,0,0,Y
52917100,US,Baby,B00PF841FW,386489526,"philips avent newborn pacifier, 0-2 months","Different than the one piece Avent Soothie newborn pacifiers, this pair of two new little pacifiers resemble more grown up models but they are just the right size for a newborn. It was a pleasant surprise to see the included clear covers which I hope we don't misplace.  I have been very happy with the Avent pacifiers for their design and durability and was happy to see this new entry inot the collection. They are priced right, and we always have extras on standby, knowing how important they are for baby and all other concerned family members when baby needs it.",4/30/2015,Fits the small mouth and face of a newborn,R3TNMH7Q6GVHTG,N,5,0,0,Y
3255235,US,Baby,B00L4IVET8,719101633,"nuk newborn 100% silicone orthodontic pacifier in assorted colors, 0-3 months (2 count)",These are the best pacifiers I bought so far! They don't leave ugly marks on the kid's chubby little face! My lil princess can keep these in her mouth for hours! The adorable colors are a real bonus!,4/21/2015,Perfect Paci!,R169JUTN6YA83H,N,5,18,16,N
33184118,US,Baby,B0045I6IA4,246038397,"philips avent bpa free soothie pacifier, 0-3 months, 2 pack, packaging may vary","Love these pacifiers for my daughter, but when I recieved them there was a hole in the end of one of them. I didn't realize this until after she had swallowed a lot of air making her very colicy for the next week. Please be aware that they may have holes. Disappointed in this purchase. Switched pacifiers.",4/20/2015,"Hole in pacifier, baby was swallowing air.",R2KQ383ZSIETTO,Y,1,20,15,N
3635781,US,Baby,B00BTWEUOK,523549949,"mam feed & soothe bottle & pacifier gift set, unisex, 0+ months, 6-count","I received this set today with two pacifiers. I washed it before give it to my 5 weeks old baby boy. Guess what did I see, there is water stay in the pacifier! Is this mean this is a broken one? Or it's just a low quality pacifier? See pic I attached.I want to return it, but I already opened other bottles! Don't buy it!",4/2/2015,"Low quality, maybe a defect pacifier.",R4UORUZU3PE3Q,Y,1,38,27,N
39764080,US,Baby,B00BTWEUOK,523549949,"mam feed & soothe bottle & pacifier gift set, unisex, 0+ months, 6-count","I am weaning my 10-month-old and these are the only bottles she will accept. They are easy for her to hold as the bottom is larger and textured (which prevents her hands from sliding down). The nipple has a tapered shape and soft texture, which has has really helped with the transition. Not to mention EASY to clean- wide enough to wash by hand. We have had success with warming the bottle and replacing one feeding at a time. Also using the slowest flow nipple that comes with this set. After a week she is now holding the bottle herself and drinking it happily! There's been no issues switching between bottles during the day and breast at night!<br /><br />As a sidenote, the mam pacifiers are amazing as well. The texture is soft like skin, not slick like other pacifiers. They were my first daughters favorite, and MY favorite because other kinds blocked her nostrils (she was tiny).",3/28/2015,Best for weaning,R207N313IQ9FI1,N,5,14,14,N
29230018,US,Baby,B004GY8A58,343148814,the first years gumdrop newborn pacifier,"Let's talk about the form of the GumDrop nipple itself. I'm a mother of 6 children - nursed all of them. Our first child first used a pacifier (Avent, silicone, flatter nipple, 10 years ago) and after 18 months of chasing binkies in the middle of the night, I swore them off. Our middle four children sucked their thumbs to varying degrees and now our 6th has a fierce suck reflex, but he is too little and uncoordinated to reach his thumbs when he wants them. After receiving an orange newborn GumDrop from the hospital (out of desperation for a few moment's peace), I purchased a double pack newborn and a double pack 3+ months from Amazon. After the first week I noticed the newborn paci consistently popped out of our son's mouth when he would relax. I could never hold him one handed while doing chores. My other hand had to be pressed against the paci to keep it in place. Also, during suction he would have to suck really hard, making loud sucking noises - as if he could never get enough nipple in his mouth. This caused him to swallow a lot of air, which meant he had to be lifted from a reclined, dozy position to be burped. Also, his lips always tucked inward, not outward like they do on the breast. Putting him down for a nap was impossible because he would either 1). startle himself awake with the sucking noise/air swallowing/gas or 2). the paci would pop out after two sucks and he wasn't tired enough to overcome the reflex.<br /><br />Thinking the newborn size nipple might be too small I ordered the 3+ month size and noticed hardly any difference. The silicone is slightly more rigid in the 3+ month paci, but there is no difference in nipple length or width (see pictures).<br /><br />After thinking about it some more, it occurred to me that the GumDrop nipple doesn't mimic the human nipple in any way, what-so-ever. My 6th child is getting a far larger human nipple than my first - comes with the territory! My newborn needs a larger nipple to be satisfied. He also needs one that conforms similarly to a human nipple, which flattens considerably during breastfeeding. The GumDrop nipple unfortunately retains its original rigid shape when the baby relaxes. My nipple remains flat (stuck in the suction of the baby) when my son relaxes. Tonight (5 weeks later!) I finally broke down and bought a Nuk, since it appears to mimic a veteran mommy nipple: longer, flatter nipple that retains flatness and doesn't pop out of Baby's mouth. Hasn't fallen out all day. Baby is sleeping soundly now.<br /><br />I would also agree with other commentors that it is unclear if First Years is the same as Hawaii Medical. My hospital paci has a 1-800 number stamped into it, not &#34;First Years&#34; like the Hawaii Medical GumDrops I received from Amazon. As you'll see in the photos, the hospital paci has a &#34;matte&#34; finish (which probably feels rougher, more like a human nipple) and the First Years is shiny and smooth.<br /><br />*photo (left to right) orange newborn GumDrop, green 3+ months First Years GumDrop, blue Nukthat conforms similarly to a human nipple, which flattens considerably during breastfeeding. The GumDrop nipple unfortunately retains its original rigid shape when the baby relaxes. My nipple remains flat (stuck in the suction of the baby) when my son relaxes. Tonight (5 weeks later!) I finally broke down and bought a Nuk, since it appears to mimic a veteran mommy nipple: longer, flatter nipple that retains flatness and doesn't pop out of Baby's mouth. Hasn't fallen out all day. Baby is sleeping soundly now.<br /><br />I would also agree with other commentors that it is unclear if First Years is the same as Hawaii Medical. My hospital paci has a 1-800 number stamped into it, not &#34;First Years&#34; like the Hawaii Medical GumDrops I received from Amazon. As you'll see in the photos, the hospital paci has a &#34;matte&#34; finish (which probably feels rougher, more like a human nipple) and the First Years is shiny and smooth.<br /><br />*photo (left to right) orange newborn GumDrop, green 3+ months First Years GumDrop, blue Nuk",3/22/2015,Shocked that this was recommended for nursing babies...,R1EFC76K3XDAPC,N,2,69,65,N
25596556,US,Baby,B00EHKHVKG,925732558,wubbanub infant pacifier - owl,"If you're reading this review, you probably already know that Wubbanubs are awesome pacifiers. We use them in the NICU where I've worked, and they are perfect even from the very start.  This review is more about why the owl is the best of the Wubbanubs! We have this one and the giraffe, and I've encountered many others at work and that friends' kids have. This one always seems more sturdy and less floppy than the others. The soothie pacifier is not super light, and the giraffe's head and neck flops all over the place when I'm holding it. My baby is 5 months and she has a hard time getting that one back in her mouth when it falls out. The owl has a thicker neck and is sturdier overall. If the pacifier falls out, my baby can generally put it back in her mouth without having a huge meltdown (this is especially important when driving down the highway and trying not to crash). She also likes to grab his wings and feet. Some of the newer Wubbanubs come in bright/neon colors, but I like that this one looks like a normal animal. And, of course, owls are super in these days! ;) There are a lot of cute Wubbanubs out there, but in my opinion, this one is the best!  The only negative I would say (and this applies to all Wubbanubs and similarly styled pacifiers) is that you really shouldn't let your baby sleep with them! We use ours primarily in the car, but sometime around the house too. We just use a regular Avent pacifier for overnight, though, as stuffed animals are not safe to let them sleep with overnight (especially when very young).",3/8/2015,The best Wubbanub out there!,R2W6F3GK196ZQ2,N,5,13,12,N
34643445,US,Baby,B00K7J0VLM,428576973,"**new** nuby garden fresh the nibbler - ingenious made-for-baby washable, refillable mesh pacifier w/cover seal - let baby nibble on hard or soft solid foods while eliminating any risk of choking","I believe the 5 star reviews are fake.  This is an awful product.  It's very hard to open and shut and the best I can do it *sort of* get it on and twisted a little bit, which isn't totally locked and therefore I can't use the plastic cap for travel since it has to be fully locked for the lid to snap on properly  The opening to the mesh is too small for a 2 inch piece of banana.  And the reviews that said it was easy to clean?  Totally fake.  It's a nightmare to clean. Yes you can take the pieces apart but getting banana out of the mesh is most certainly not easy.  You have to hand pick each little bit out of the net.  I would send this back, but I only paid a few dollars and it's not worth my hassle.  I can't compare this to other mesh feeders, as this is my first.  Surely they can't get worse!",2/1/2015,don't believe the 5 star ratings!,R1YXIGI3YMP2N9,Y,1,10,9,N
36282904,US,Baby,B0057EEC3A,218530709,"philips avent translucent orthodontic infant pacifier, 0-6 months","While I love the look of these pacifiers and my baby is very comfortable using them, their design is terrible and down right dangerous. These pacifiers cannot be thoroughly cleaned or used by a drooling baby without water/condensation/saliva getting trapped inside. There is no way to effectively dry up this water/condensation as these pacifiers do not come apart. I recently noticed black mildew growing inside all 4 of my babies Avent Translucent Orthodontic Infant Pacifiers. I have since thrown them away. There should never be holes or crevices on these pacifiers to allow for moisture to collect in areas that cannot be effectively cleaned and dried. Very disappointing.",1/13/2015,Mildew in Pacifiers,R1Z3DELNVECBVV,Y,1,45,40,N
15541605,us,baby,b00aho43bg,667171015,fctry - baby pacifiers,omg talk about money well spent! i wasn't expecting that much when i purchased this pacifier but wow. the mustache part of the paci was made very well! almost like a soft silicone texture.,12/31/2014,the best thing ever! said everyone ever!,r1zbdnrb7t6m7u,y,5,10,9,n
18328557,US,Baby,B00DYOQMF6,892018890,"mam night orthodontic pacifier, boy, 0-6 plus months, 2-count","It's 3am. It's been an hour since the baby ate last and you have finally slipped into REM sleep. Beautiful sleep... you start to dream and BAM! The baby lets out a cry and you look at the clock. Letting out a groan you roll out of bed and stumble to the baby. The baby is still asleep but that won't last long if you can't locate the pacifier. Thank goodness you thought to buy a MAM Night Glow pacifier. Instead blindly feeling around the bed... then crawling around the floor hoping you can find it in time... You spot the pacifier immediately, pop it into baby's mouth and he/she makes that classic Maggie Simpson sucking noise. Silently you tip-toe back to bed and hope it lasts...<br /><br />Bottom line: Even if it's been hours since the pacifier has been exposed to light, it still emits a decent glow so you can locate it in the darkest of rooms. I only buy the glow in the dark pacifiers now. Unlike many other pacifiers MAM pacifiers can be put in two ways.... there is no &#34;right side&#34; up. This makes giving it to baby in the middle of the night that much easier. I love MAM and will continue to buy these for my babies!",11/25/2014,Best Pacifier for Night time!,R3SL7PKR36MDYE,Y,5,41,40,N
48500584,US,Baby,B00BTWEUOK,523549949,"mam feed & soothe bottle & pacifier gift set, unisex, 0+ months, 6-count","These are the BEST bottle out there for our baby.  This is the only nipple shape our daughter will take.  I was surprised that there are NO other bottles with this nipple shape.  I like the venting feature of these bottles and I like that there aren't too many pieces to clean (like the Dr. Brown's bottles I used for our first daughter - what a nightmare to clean!).  These bottles only have 3 large pieces to each bottle (in addition to the nipple and ring).  It does not require any kind of special cleaning brush.<br /><br />They vent wonderfully.  I like that you get two different sized bottles AND two pacifiers.  For $20, you can't go wrong with this gift set.  To buy each piece individually at the store would cost about $30.<br /><br />You do have to be careful with the temperature of your milk/formula.  If it's too hot, these bottles WILL leak.  Also, since these bottles are very thick, it takes a long time to warm up contents inside the bottle.  I prefer to warm up milk or formula in a breast milk storage bottle and then dump it into the MAM bottle when it's warm.",11/4/2014,These are the BEST bottle out there for our baby,R3KYME8069GXUA,Y,5,20,17,N
49500155,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"I got these for when my niece is here on the weekends.  My sister-in-law loves them and bought some herself already!<br /><br />PROS:<br />+ Lightweight<br />+ Nipple is shaped like hospital pacifiers<br />+ Shape of the shield fits better under baby's nose<br />+ Seems easy to hold on to without dropping<br /><br />CONS:<br />- None so far<br /><br />BOTTOM LINE:  For my (10 week old) niece anyway, the perfect pacifier!",10/20/2014,Practically perfect in every way,R2MVUVXRGJ532O,N,5,0,0,Y
51721109,US,Baby,B000AKB4IM,295960359,the original billy-bob teeth two front teeth pacifier,"Perfect, just make sure you don't use this in front of your wife...mine didn't like it.",10/18/2014,Perfect,R3O8SICLT5QGCM,Y,5,13,13,N
24134539,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"Depends on the baby, but these are high quality lightweight BPA free and dish washer safe pacifiers that would would be a very good option to try.  The optional rattle clip is a nice accessory.  It's a good idea to have many options and see which one your baby takes to.",10/17/2014,Quality but depends on your baby,R1ZWXQAMJVQ5CW,N,5,0,0,Y
50202632,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"Pacifiers!  A baby's best friend!  (Not all babies...my daughter couldn't stand them.)  Like food, clothes, and cars, binkies (aka pacifiers) are a very personal item for a baby.  I know some parents buy a binky only to have their little one spit it out at them.  They then buy another one and the baby loves it!<br /><br />These particular binkies aren't heavy and are geared toward newborns and up.  They're pretty small for little mouths so sucking shouldn't be an issue.  Parents can hold the pinkie in to help the baby get used to it.<br /><br />Fortunately, they're BPA-free and can be washed in the dishwasher.  Personally, I would rather wash it by hand like I did with bottles.<br /><br />Will your baby like these?  It's hard to tell.  Babies are very picky about their binkies.  The only thing you can do is buy the set and try them out.  Amazon doesn't charge too much so testing them out won't break you.  Hopefully your baby will like them and, if he/she does, get more of them!<br /><br />Did I mention the colors?  I like that they are in the &#34;neutral zone&#34; so they can be used for boys and girls.",10/16/2014,Nice Binkies,R1ZO0G2SLFLZKN,N,5,2,1,Y
52166758,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"I am a firm believer in pacifiers.  They help soothe the baby and prevent thumb sucking later on.  I always made sure I had at least 6 on hand at any given time.  I really like this Munchkin pacifier.  I got it because I wanted to have a couple sterilized and on hand when my friend needed a last-minute babysitter for her newborn.  Her little girl loves these.  I always add pacifiers to any baby shower gift I give friends.  Now, I will make that brand Munchkin.",10/15/2014,Helps soothe baby and prevent thumb sucking later on.,RG508FVTM2ENB,N,5,0,0,Y
52188216,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"These are the perfect no-frills pacifiers. While Munchkin makes a host of elaborate pacifiers (ones that simulate a mom's heartbeat, one's that double as rattles, etc.), these are excellent basic pacifiers for those who either are not found of the gimmicky ones (admittedly, we really LOVE the heartbeat one) or finds them cost prohibitive.<br /><br />These are approved by orthodontists. And they wash with ease.<br /><br />They come in a wide range of colors, make a perfect &#34;filler&#34; gift for that baby-shower basket, and are SUPER inexpensive!",10/14/2014,You Cannot Possibly Go Wrong with Munchkin!,R1A4KIAMR8G9DD,N,5,0,0,Y
51118641,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"The most important thing with any pacifier is that Baby likes it.  It can be cute, have a great theme, color or design, but if Baby won't use it then it's worthless.  My Grandson started off with a Philips Avent pacifier that the hospital sent home with him, but when his parents decided to introduce it he refused it. So Mom & Dad bought several to try including Nuk, Munchkin, Dr. Browns and MAM.  Overall he definitely preferred the Munchkin and that is what he has been using.  This set of two has been perfect for me to have in my home just in case they forget one when dropping him off.  I like that they are clear and that they also look a bit like a smile or heart. Overall the price is good here on Amazon and you also have a choice of colors which I found out can sometimes be an issue in the stores.",10/14/2014,"Baby is happy, so Nana is happy",R1JTVNR2VY9E8P,N,4,2,2,Y
21954496,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"These are very simple in their design, it's one piece and very easy to use and clean. The only thing you are missing here is a handle to easily remove the pacifier, however it is not that difficult. They are shaped well with no hard corners or edges and are designed to be low profile and not interfere or get in the way.",10/14/2014,"Very simple in their design, one piece and easy to clean.",R1GOW928YG58MN,N,4,0,0,Y
44715710,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"It's always hit or miss with pacifiers, as your little one my or may not like theirs for no discernible reason. That said, the Munchkin Latch Lightweight has a lot going for it. First, it's one piece and easy to clean. Second, the shape is curved near the baby's nose to help him breath. Third, they are very well priced!<br /><br />At first, I thought it a negative that the pacifier didn't have a handle, but I've read that this is because they are made for babies that can't reach the handle themselves. Still, it might be of benefit to a parent. But I've found that putting your pinkie in the nipple hole for removal does just fine.",10/13/2014,as your little one my or may not like theirs for no discernible reason,R3IEBXT6QHS784,N,5,0,0,Y
32500930,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"These pacifiers are excellent. Baby takes right to them without and rejection issues. They're BPA free and made of easy to sterilize silicone that isn't harsh on baby's gums. They are odor free directly from the packaging, so after a good first time sterilization, they can be put straight to use without having any off-putting scents for baby. The generous heart shape makes clearing baby's nose a non-issue.",10/1/2014,Excellent Pacifiers,RACIP43J3IN95,N,5,0,0,Y
24793157,US,Baby,B006G9F8S8,454116188,"2 pack natursutten bpa free natural rubber pacifier, butterfly shield, orthodontic nipple","I don't usually write reviews but felt I ought to share my experience. I loved natursutten pacifiers because they were safe and natural and my baby also loved them. He has been using them since birth and he is now 15 months old. Today, however, I found him with pieces of broken pacifier in his hands. He had somehow split the handle part and was playing with choking hazard size pieces. This is definitely not a safe scenario. I'm planning to call natursutten but figured I should also let potential buyers know. These pacifiers are great- but if the child can break them they are very unsafe...",9/30/2014,Love them but SAFETY HAZARD,R3H9ZDW0Y6BURV,Y,1,17,12,N
34571698,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"These are nice pacifiers for little babies. They are nice and soft and easily washed, and as good as or better than other brands on the market. I found nothing negative about them that would dissuade me from recommending them to others.",9/29/2014,Decent pacifiers at a decent price...,R2BMNKLMBQ0BV8,N,4,0,0,Y
30937618,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"This pacifier fits perfectly in my grandson's tiny mouth,  and he took to it instantly.  There is no gagging,  and the fit appears to be natural.  He goes to town on them while at the same time looking irresistibly adorable.<br /><br />BPA free and dishwasher safe, I appreciate the fact that they are made of silicone making them more sanitary and less apt to incubate bacteria.<br /><br /> We are extremely pleased with the Munchkin Latch pacifiers.  There really is no need to look further for a pacifier because this one is sanitary, economical and simply works!<br /> I wish we could purchase a dozen in different colors to match his cute outfits!",9/29/2014,2 baby thumbs up for Munchkin Latch Lightweight Pacifier,R19ZXID52O25O0,N,5,0,0,Y
47940064,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,These are great! These Munchkin pacifiers are truly lightweight and my niece loves them. She can keep ahold of them because they are so lightweight and shaped just right. They are well-made and seem to hold up well under regular use. Very happy with these!,9/23/2014,These are great! These Munchkin pacifiers are truly lightweight and my ...,RVDKUVLUGDJP3,N,5,0,0,Y
24685789,US,Baby,B00LCYTJ8W,277493012,munchkin latch lightweight pacifier,"The Munchkin Pacifier for newborns is wonderful.  My son & daughter-in-law received several different kinds of pacifiers from friends and family.  The only one my grandson will use is the Munchkin. The nipple has a longer, more slender design than the others they tried, and is made from soft silicone.  The pacifier is also designed so as not to block the baby's nostrils.  I also appreciate that it's dishwasher safe.  I will definitely be buying the larger sizes as my grandson grows.  Wish I'd had these pacifiers for my own children.",9/20/2014,Grandson likes this above all the others we tried,R3AEMA40YUW1GK,N,5,0,0,Y
