word,tf-idf
brush,0.004043605
frillsonli,2.73E-05
speedshigh,2.73E-05
complaint,0.002890542
yet,0.002789545
pack,0.002377663
valu,0.001877702
avail,0.001419754
satisfi,0.001930522
fold,0.004383206
toogreat,2.73E-05
can,0.009920911
appoint,9.75E-05
stuck,0.001191616
annoy,0.001364988
broke,0.003157345
third,0.001472969
piec,0.002196319
crap,0.000558679
quickli,0.006899602
end,0.004026725
pink,0.001895173
color,0.004758693
shade,0.000410291
matt,0.000564979
tone,0.000380053
versu,0.000256312
shini,0.002699513
curli,0.004325011
unusu,0.000218855
type,0.002247126
soft,0.003164424
touch,0.001764971
finish,0.002167855
slipperi,0.000121842
snug,0.000160218
other,0.002756217
filter,0.001871892
remov,0.002098498
sure,0.004015515
clean,0.002805741
destroy,0.00019967
motor,0.002504048
kill,0.000259337
pretti,0.005195952
along,0.001028951
narrow,0.000449941
concentr,0.003011376
spot,0.001191195
three,0.00384726
two,0.0065936
shot,0.003358948
interest,0.000514557
apart,0.001124078
quieter,0.002687259
thought,0.004484624
meant,0.000362957
wasnt,0.002320867
case,0.002015114
describ,0.001238459
deliveri,0.001213324
highhot,0.000160218
tri,0.007044355
salonsalon,2.73E-05
friend,0.00236418
hous,0.002143847
fabul,0.000767756
169,2.73E-05
way,0.006497237
budget,0.000218855
buy,0.008752118
sassoon,0.000801897
tourmalin,0.001740603
ceram,0.002722269
help,0.003663165
fli,0.001005619
load,0.000306396
salon,0.003536832
messi,0.000345688
stylish,0.000659942
somehow,0.000362957
deliv,0.001320213
kind,0.002057391
shine,0.001924227
produc,0.001127447
profession,0.003546549
open,0.00216834
box,0.002669582
push,0.001814644
return,0.004975147
ye,0.001739308
sleek,0.001275865
write,0.001088274
id,0.002940315
take,0.008026626
25,0.000890095
felt,0.001740025
afford,0.001088274
store,0.003807223
expens,0.003660726
thatd,2.73E-05
trick,0.000785205
splurg,0.000259337
buttercup,2.73E-05
bar,0.000280949
honesti,7.52E-05
200,0.000659942
across,0.000653462
john,0.000551673
frieda,0.000500069
read,0.003593611
11,0.000516077
mane,0.000218855
mine,0.002978096
gave,0.002624201
extra,0.002347648
straighten,0.003159024
flat,0.003057694
iron,0.002961866
con,0.001795026
place,0.003313424
odd,0.000380053
locat,0.001124032
weird,0.000668421
hum,0.000292722
real,0.001653667
bother,0.001085101
star,0.004150427
amazingli,0.000413755
simpl,0.001599573
frill,0.000139853
userfriendli,0.000118971
action,0.000351993
tell,0.002056265
favor,0.000362957
unscrew,5.20E-05
lint,0.0010175
wire,0.001101466
mesh,0.000256312
girl,0.001055424
walmart,0.000741984
bargain,0.000413755
lightweight,0.004108302
design,0.003539654
cleanabl,0.000118971
bang,0.000653462
buck,0.00080924
qualiti,0.005338254
own,0.003978124
4,0.003466151
consist,0.000449941
lazi,0.000180139
know,0.004610389
harsh,0.000180139
particularli,0.000604947
tend,0.001143307
avoid,0.000938017
often,0.001741473
winter,0.000862288
instead,0.002116362
die,0.003864968
blaze,7.52E-05
glori,7.52E-05
fizzl,9.75E-05
refus,0.000328233
vine,0.000100285
select,0.00098557
alien,5.20E-05
appar,0.000620175
funnel,0.000142766
appendag,2.73E-05
remind,0.000400055
airplan,0.000142766
wind,0.001499533
tunnel,0.000406691
includ,0.002014458
drawer,0.001485965
test,0.001267226
pretend,9.75E-05
miniatur,9.75E-05
call,0.001679775
hilo,9.75E-05
hotcold,0.000118971
blast,0.001360427
allow,0.001900343
experi,0.001521356
hate,0.001494494
30,0.001933753
rel,0.001244839
ensur,0.00019967
smooth,0.003830036
straight,0.003515658
impress,0.002340906
hadnt,0.000653462
may,0.00285877
appreci,0.000908121
91816,2.73E-05
sinc,0.005816914
receiv,0.003732719
bio,0.000100285
ionic,0.003517788
burst,0.000380053
activ,0.000348748
problem,0.005307567
therefor,0.000638415
1star,5.20E-05
show,0.001038933
brought,0.00049859
cs,7.79E-05
lighti,5.20E-05
suddenli,0.000727429
ago,0.003782537
packag,0.001899566
email,0.000777316
20min,5.20E-05
8minut,2.73E-05
leav,0.004163988
ghd,5.20E-05
major,0.00062977
downsid,0.000479413
quit,0.004660657
ever,0.005505517
placement,0.000801897
bottom,0.00085586
revers,7.52E-05
thumb,0.000844424
current,0.001252493
speedtemperatur,7.52E-05
reach,0.000992207
chang,0.003599648
nevertheless,9.75E-05
want,0.007726789
though,0.004125395
unwieldi,0.000221856
unpract,2.73E-05
coars,0.001038933
shoulderlength,0.000345688
devic,0.000958564
notabl,5.20E-05
silkier,0.000256312
manag,0.001528052
allur,0.000405828
offer,0.001028951
benefit,0.00064161
tool,0.001869605
surprisingli,0.000514557
hope,0.003772631
plan,0.000908121
summer,0.000656656
cottag,0.000121842
full,0.002344475
hole,0.001198786
side,0.002725815
never,0.005696873
tangl,0.001647383
limp,0.000292722
slowli,0.000446858
constantli,0.001078427
unhook,5.20E-05
hose,0.001257534
realiz,0.001291424
second,0.004320064
notch,0.000163162
insid,0.001989248
ring,0.000310582
click,0.000528191
connect,0.000704552
heist,5.20E-05
lower,0.001964412
1015,0.000292722
fairli,0.001937009
said,0.003396886
silki,0.001492674
heatblow,2.73E-05
intak,0.000859184
screen,0.000855356
sign,0.000292722
howev,0.004532083
recent,0.002075939
throw,0.000883672
flame,0.000621477
pitch,0.000837552
screech,0.000118971
funni,0.00049859
mother,0.001052388
modern,0.000277672
34high,9.75E-05
tech34,2.73E-05
stuff,0.001052388
mass,0.000118971
junk,0.000876222
older,0.001784856
daili,0.002192505
newer,0.000644901
micro,0.000274638
condition,0.000946068
prevent,0.000961866
damag,0.003048688
increas,0.000611247
technolog,0.001617981
untreat,2.73E-05
treat,0.000580502
split,0.000517766
drybrittl,2.73E-05
flyaway,0.000900227
whether,0.000823384
attribut,0.00019967
shampoo,0.000823384
nonetheless,0.000218855
either,0.0021995
flak,2.73E-05
blower,0.002635202
standard,0.001088274
number,0.001243464
follow,0.000724317
previou,0.003292773
footstep,2.73E-05
transform,0.000564536
strand,0.000310582
barrel,0.000865648
productif,2.73E-05
check,0.001184957
pictur,0.001610379
youll,0.001104517
luck,0.000659942
gotten,0.001042623
chanc,0.00085161
conduc,2.73E-05
reall,5.20E-05
spend,0.002453357
hundr,0.000328233
seen,0.001269813
enjoy,0.001322543
stop,0.004268953
stand,0.001347059
purpl,0.000606181
black,0.001967508
knob,0.00042345
pole,0.000205995
wheel,0.000355448
roll,0.000549352
around,0.00374537
hood,0.001181087
sit,0.001661228
tabl,0.000386357
chair,0.000366022
weekli,0.000237726
basi,0.00049859
roomi,5.20E-05
flip,0.000638415
front,0.00104624
larg,0.002099331
roller,0.001658855
home,0.004362635
non,0.000331288
west,7.52E-05
energi,0.000348748
refund,0.001012355
terribl,0.001048938
figur,0.001699044
understand,0.000701277
neg,0.001575179
rid,0.000413755
thrown,0.000218855
daughter,0.003871361
kinki,0.000400055
firm,0.00019967
upon,0.000623279
pick,0.001127447
upalthough,2.73E-05
taken,0.000668421
let,0.002270328
possess,9.75E-05
fastest,0.000331288
multipl,0.001191195
issu,0.003390237
particular,0.000810551
slowest,5.20E-05
forc,0.00134479
otherwis,0.001586737
blown,0.000577301
smithereen,7.52E-05
rocker,0.000299031
regularli,0.000466286
reset,0.000903749
almost,0.003573789
troubl,0.000876222
perform,0.002457154
usabl,0.00019967
might,0.002462965
frustrat,0.000900666
absolut,0.002344341
freakin,2.73E-05
pay,0.002185513
bubbl,0.000118971
rap,2.73E-05
sent,0.001581607
amazon,0.005892908
onlin,0.001279033
element,0.000985634
went,0.003115331
9,0.000820103
occasion,0.000756464
move,0.002517367
anymor,0.001188025
base,0.002417376
leg,0.000413755
broken,0.00140225
custom,0.001927799
servic,0.001796504
warranti,0.003347917
60,0.000416831
gross,0.000139853
insan,0.000256312
conveni,0.002614064
storag,0.001455639
stash,9.75E-05
addit,0.001407018
ton,0.00091442
room,0.002015114
win,0.000160218
arthriti,0.000393404
larger,0.001297478
manipul,0.000277672
thin,0.001941281
someon,0.002004491
thicker,0.000564979
holi,0.000118971
cowmayb,2.73E-05
6,0.0026056
fanci,0.00085586
wow,0.00079947
punch,0.000463201
dryness,0.00019967
stronger,0.000762913
hotter,0.000866679
skill,0.000100285
subpar,0.000139853
level,0.002256046
minipro,5.20E-05
tote,0.000225174
bag,0.001612912
everyday,0.001457938
clunki,0.000237726
babi,0.001009126
hurt,0.001078427
kinda,0.000561777
compar,0.003129585
dryerfor,9.75E-05
8,0.001467535
yesterday,0.000592725
revlon,0.002519003
wrong,0.001634065
sister,0.001334819
colleg,0.00049859
market,0.001316843
mind,0.001088274
rather,0.001799589
wont,0.003166751
fix,0.00098557
hairwhatev,2.73E-05
mean,0.001713565
shinier,0.001025669
healthier,0.000794983
improv,0.001238843
alreadi,0.002233406
world,0.000430378
daytoday,5.20E-05
capabl,0.000449941
effect,0.0016177
built,0.001285489
hefti,0.000118971
connector,0.000221856
circuit,0.000726069
breaker,0.000766257
protect,0.000992207
plugexcel,2.73E-05
safeti,0.000626475
eas,0.000680187
us,0.00191335
huge,0.001624431
process,0.001232292
coupl,0.002787455
transport,0.000180139
commod,2.73E-05
choic,0.001297878
crowd,7.52E-05
field,9.75E-05
situat,0.000416831
ordinari,0.000160218
bet,0.000256312
beat,0.001275865
interfer,0.000118971
ms,0.000118971
s1rude,2.73E-05
rub,0.000505144
singl,0.0004955
hilow,5.20E-05
mode,0.000586879
ac2015c,0.000129886
34cool,0.000313631
shot34,0.00024074
understood,9.75E-05
purpos,0.001273062
prefer,0.001763875
exist,0.000277672
continu,0.001553175
twice,0.001589901
care,0.002612407
pro,0.002481799
forev,0.001644092
stick,0.001182275
reliabl,0.000992583
straightforward,0.000118971
abroad,0.000594473
foreign,0.000218855
countri,0.000823384
220,0.000791302
vac,0.000100285
usa,0.000280949
120,0.000180139
oversea,0.000533615
1,0.002533297
fail,0.001207719
selector,0.000163162
matter,0.001075205
name,0.001028951
rememb,0.000796355
correct,0.000479413
adaptor,0.000310582
boyfriend,0.000380053
awkwardli,0.000160218
ad,0.001325203
impressivelybeauti,2.73E-05
beauti,0.002250003
awesom,0.00260128
fenc,7.52E-05
addict,5.20E-05
fizzi,9.75E-05
dontyou,2.73E-05
sold,0.000715986
lost,0.000683295
must,0.002144789
favorit,0.001598265
god,0.000180139
TRUE,0.001078427
inde,0.000511465
mini,0.00064161
penni,0.000852742
shoot,0.000685338
disappoint,0.003634043
awhil,0.000592725
dryerunfortun,2.73E-05
woman,0.000653462
pride,7.52E-05
someth,0.003898871
safe,0.000730617
readi,0.001172205
louder,0.000785205
smoother,0.001487999
nononsens,0.000100285
rate,0.001745938
versatil,0.000274638
leisur,2.73E-05
assist,0.000139853
fond,0.000221856
filterthi,2.73E-05
difficult,0.001993846
attachmentsnot,2.73E-05
loos,0.000810551
ultim,0.000237726
util,9.75E-05
plenti,0.00162588
34clean34,2.73E-05
whisperquiet,5.20E-05
discreet,2.73E-05
decent,0.001503029
behind,0.000701277
saloon,2.73E-05
whole,0.001501128
randomli,0.000237726
averag,0.001261542
whisper,0.000160218
dread,0.000295764
mess,0.000810551
itali,0.000561777
downfal,0.000118971
reattach,0.000118971
sturdi,0.001690988
shipment,0.000310582
alot,0.00073724
prime,0.00055612
howeverth,5.20E-05
highest,0.001270608
mediumlow,2.73E-05
erk,2.73E-05
pain,0.001025841
version,0.001526617
nearli,0.001137003
itll,0.000331288
trusti,0.00019967
revlonhelen,2.73E-05
troy,0.000259337
that,0.003249786
tick,0.000284511
numer,0.000383122
drop,0.001619343
floor,0.00091442
dial,0.000331288
mayb,0.002659423
34damag,2.73E-05
control34,7.52E-05
chemic,0.000430378
peroxid,0.000118971
ammonia,2.73E-05
biggest,0.000577301
enemi,2.73E-05
lowest,0.000549352
distinguish,2.73E-05
bare,0.00120097
verdict,0.000118971
wok,7.52E-05
multifunct,5.20E-05
quibbl,0.000163162
size,0.005501764
adequ,0.000653462
send,0.001644988
blew,0.001436494
worst,0.000841861
stylist,0.001939504
somewhat,0.00115941
ion,0.002668693
step,0.000476379
salli,0.000355448
visit,0.000802654
rusk,0.000209779
w8less,7.79E-05
told,0.001285489
twinturbo,0.000186471
happier,0.000741984
via,0.000328233
seller,0.001516798
posit,0.002035263
cover,0.001314747
flimsi,0.000794983
occas,0.000218855
suck,0.001274036
opinion,0.00116272
circumfer,5.20E-05
fist,7.52E-05
outstand,0.000345688
useless,0.000837552
late,0.00082343
exchang,0.000780655
vacuum,0.000256312
glue,0.000237726
lock,0.001085798
main,0.00085586
stabl,0.000180139
neither,0.000568295
reommend,2.73E-05
volum,0.002431037
rubber,0.000751786
break,0.002236448
fact,0.002301004
exact,0.001259613
comfort,0.001975791
feat,5.20E-05
initi,0.000727429
pleasantli,0.000574202
mention,0.001720143
needless,0.000328233
hesit,0.000827797
34buy,2.73E-05
1click34,2.73E-05
emit,0.000362957
infrar,0.000139853
gentler,0.000118971
foldabl,0.000383122
compactli,9.75E-05
separ,0.000998989
recomend,0.0004955
road,0.00019967
vacat,0.001213635
swim,7.52E-05
chlorin,2.73E-05
pool,0.000139853
shower,0.00120432
wet,0.001528052
effici,0.001619343
snt,2.73E-05
bonu,0.000992583
outcom,0.000118971
aesthet,0.000274638
exterior,0.000262625
delight,0.000292722
heavier,0.002485707
uncomfort,0.00049859
slim,0.000160218
promis,0.000796355
unexpect,9.75E-05
straighter,0.000549352
humid,0.001012491
focus,0.000328233
forward,0.000592725
relationship,0.000139853
prefect,0.000118971
fantast,0.001458908
contain,0.000449941
toumalin,2.73E-05
reduc,0.001391701
occur,0.000331288
option,0.002980213
quicker,0.001088274
midst,5.20E-05
ruin,0.000345688
period,0.000938017
34wrong,2.73E-05
way34,5.20E-05
clear,0.000872978
accumul,0.000118971
run,0.002001217
towel,0.00090098
next,0.002060171
sink,0.001132187
hang,0.002401908
save,0.002367544
within,0.002192505
focu,0.000380053
effort,0.000472863
latter,7.52E-05
import,0.000897487
wave,0.000883672
inexpens,0.001322543
d3190a,0.00013627
ac215c,2.73E-05
feature34,2.73E-05
airflow,0.001587051
key,0.000331288
natur,0.002803009
essenti,0.000489066
34ionic,7.52E-05
technology34,9.75E-05
four,0.001544793
oppos,0.000328233
ac,0.000517766
life,0.001973422
explain,0.000386357
1000,0.000160218
suppos,0.001873173
2000,0.000769685
tight,0.000802654
draw,0.000443615
prolong,0.000139853
part,0.002708272
outlet,0.002072676
foot,0.000501801
simpli,0.001353661
elast,0.000326324
wide,0.00086899
joann,5.20E-05
rethread,2.73E-05
clog,0.000366022
diminish,0.000139853
meyou,2.73E-05
annnd,5.20E-05
iov,2.73E-05
34set34,7.52E-05
paper,0.000292722
registerwarrante,2.73E-05
end34,5.20E-05
rang,0.001045547
excelent,0.000449941
shop,0.00098557
couldnt,0.002374217
justifi,0.000183107
jump,0.000180139
silver,0.000674896
gunmet,2.73E-05
launch,2.73E-05
rocket,0.000139853
mild,0.000142766
odor,0.000295764
guess,0.002022443
overpow,0.000218855
explod,0.000469503
midback,0.00019967
claim,0.001339384
significantli,0.000638415
decreas,0.000262625
22,0.00019967
4050,5.20E-05
damp,0.000558679
becausemi,2.73E-05
serious,0.000859042
commerci,0.000218855
kid,0.000903749
gorgeou,0.000180139
wast,0.002019194
deserv,0.00019967
sat,5.20E-05
age,0.000549352
truli,0.000897487
walk,0.000386357
stockpil,2.73E-05
phenomen,0.000139853
higher,0.001497794
wise,0.000310582
stock,0.000348748
spec,0.000274638
bank,0.000160218
highpitch,0.000160218
whine,0.000400055
mani,0.004290789
2200w,0.000118971
scale,0.000139853
ventur,2.73E-05
34434,2.73E-05
34634,2.73E-05
depend,0.000827797
comparison,0.000420058
710,0.000139853
dise,2.73E-05
mostli,0.000886852
decad,0.000380053
face,0.001332781
toward,0.000256312
tad,0.000446858
inadvert,0.00019967
righthand,2.73E-05
famili,0.001207078
member,0.000310582
solut,0.000516077
hotel,0.004047129
34high34,0.000218855
longlast,5.20E-05
ten,0.000668421
grade,0.000400055
liter,0.00098946
superhot,2.73E-05
particularyl,2.73E-05
offic,0.000256312
gym,0.00086899
drip,0.000118971
regim,5.20E-05
trip,0.002453357
europ,0.001337738
convert,0.000953017
importantli,0.000362957
purchasebuy,2.73E-05
sever,0.003550582
saw,0.001604622
34,0.000722618
prone,0.0004955
humidity34,5.20E-05
panason,0.00070575
keeper,0.000837537
search,0.001369221
straggler,2.73E-05
1875w,0.000530408
tstudio,0.000480901
silk,0.000259337
dc,0.000372053
wattag,0.001450611
loop,0.000567316
descript,0.001238843
confirm,0.000218855
human,5.20E-05
error,0.000218855
lightest,0.000180139
shell,0.000277672
materi,0.000862288
assum,0.000511465
whenev,0.000583812
wear,0.001402413
point,0.001954349
answer,0.000476379
quietest,0.000183107
deaf,0.000142766
idea,0.001316843
aid,0.000142766
winner,0.000313631
novemb,0.000259337
16,0.000225174
2015,0.000270209
downgrad,0.00016656
monthsenev,2.73E-05
tame,0.000580502
etc,0.001254136
hottest,0.000659942
futur,0.000724317
healthi,0.001114479
dull,0.000256312
34how34,2.73E-05
34why34,2.73E-05
moistur,0.001248739
strip,0.00033454
happen,0.002202523
massiver,2.73E-05
ponytail,7.52E-05
round,0.001589787
especi,0.002417072
consid,0.00169635
card,0.000259337
women,0.000659143
reassur,5.20E-05
men,0.000531971
donat,0.000202657
portion,0.000202657
profit,7.79E-05
chariti,7.79E-05
total,0.002050148
imagin,0.000934653
anyon,0.002771001
honest,0.000686487
isefor,2.73E-05
mom,0.001539782
shed,0.000160218
greatexactli,2.73E-05
crappi,0.000256312
tini,0.001320213
doll,5.20E-05
shorter,0.001127447
stepdaught,2.73E-05
danger,0.000893509
nicepricey,2.73E-05
similar,0.001666849
dept,7.52E-05
immedi,0.00170229
cash,0.000280949
bath,0.00120097
dog,0.00104624
nozzl,0.002623519
34quick,5.20E-05
dry34,0.000100285
reliev,0.000118971
worri,0.001178483
your,0.002150588
hurri,0.000413755
fri,0.000938578
limit,0.001111101
cabinet,0.000715986
ok,0.002195378
difuss,7.79E-05
secur,0.000683295
socket,0.000472863
despit,0.000924938
hasnt,0.00080924
theseand,5.20E-05
inexplic,5.20E-05
program,9.75E-05
present,0.000827797
ioniz,0.000489066
respel,2.73E-05
water,0.001323444
deioniz,5.20E-05
wash,0.001583412
di,2.73E-05
cleaner,0.000237726
digress,5.20E-05
afraid,0.000469503
six,0.001045547
today,0.001705565
hour,0.001695409
quotstuckquot,2.73E-05
with,5.20E-05
sound,0.002576691
silli,0.000142766
chose,0.001048922
peto,2.73E-05
bismol,5.20E-05
varieti,0.000430378
necessari,0.00049859
noth,0.002417308
concern,0.00115941
sedu,0.000980135
revolut,0.000256397
previous,0.001016143
els,0.00181844
sometim,0.001954349
defenetli,5.20E-05
teen,0.000256312
par,0.000139853
weve,0.000826832
command,2.73E-05
adhes,7.52E-05
bleach,0.000160218
shouldnt,0.000511465
anyway,0.001652098
13,0.000698087
powerful,0.000237726
theyd,0.000221856
label,0.000472863
brown,0.00042345
screw,0.001644795
special,0.001052146
vs,0.000466286
gunk,9.75E-05
wrangl,5.20E-05
rest,0.000955338
durabl,0.001313515
wed,0.000237726
guest,0.001304496
serv,0.000589624
backup,0.000608049
condit,0.001614384
accent,0.00019967
pinka,2.73E-05
34princess34,2.73E-05
pinksometh,2.73E-05
obviou,0.000218855
mobil,0.000218855
white,0.00087245
solidli,0.000202657
1991,2.73E-05
tornado,9.75E-05
weak,0.000796355
swap,5.20E-05
gem,9.75E-05
savannah,2.73E-05
oh,0.000931354
scalp,0.001297047
haha,0.000274638
east,5.20E-05
ship,0.003087944
excit,0.001184957
weather,0.000403286
polici,0.00034175
defect,0.001143786
elchim,0.001094426
european,0.000386357
nyc,0.00019967
seton,2.73E-05
wen,9.75E-05
word,0.000656656
togeth,0.001238843
unfortun,0.001478503
softer,0.001216494
3b,0.000121842
provid,0.001576943
root,0.000625124
routin,0.000514557
march,0.000362957
juli,0.000348748
shame,0.000366022
nub,2.73E-05
coil,0.000707917
rental,0.000440061
although,0.002124062
1875watt,0.000295764
50,0.000604947
coat,0.000989312
slip,0.000511465
undersid,2.73E-05
appear,0.001127204
adapt,0.001002628
23,0.000665314
poofier,2.73E-05
poof,0.000139853
rv,0.000420058
intern,0.000745171
250,0.000380268
volt,0.000899881
coin,0.000180139
fool,0.000348748
imposs,0.000712797
damn,0.000218855
arrow,2.73E-05
luckili,0.000449941
sarcasm,2.73E-05
perman,0.000331288
125,0.000288413
faulti,0.00019967
given,0.001383564
bump,0.000400055
opportun,0.000345688
240v,0.000233088
accord,0.000416831
manual,0.000564979
tag,0.00042345
dim,0.000259337
man,0.000644901
share,0.000558679
clearli,0.000466286
fulli,0.000604947
oper,0.001207719
dude,2.73E-05
grow,0.000508628
ladi,0.000715986
bewar,0.0004955
30sec,2.73E-05
play,0.00019967
advic,0.000292722
risk,0.000479413
factor,0.000416831
dresser,0.000482501
comment,0.001512923
picki,0.000479413
379,2.73E-05
dice,2.73E-05
dead,0.00073724
20,0.002576795
