word,tf-idf
nevertheless,9.52E-05
quietli,0.000397882
otherwis,0.001614711
still,0.005930422
clean,0.004417796
onetouch,0.000328677
time,0.011736766
34start34,0.000493016
peopl,0.002785267
hard,0.002980131
larg,0.004188302
34open34,0.000178868
push,0.00382142
entir,0.0017784
experi,0.002239656
seldom,0.000256028
program,0.001436431
veget,0.00145321
popcorn,0.004528989
potato,0.00189696
bad,0.003075235
burn,0.003092966
minibag,9.52E-05
sens,0.001064719
fine,0.004943714
bake,0.002812892
understand,0.001344157
benefit,0.000410847
rather,0.001686621
concav,9.52E-05
interior,0.003655264
contribut,0.000178868
14,0.00183768
cu,0.001036238
ft,0.001186617
volum,0.000477458
right,0.004792478
regardless,0.000328677
certainli,0.000822961
best,0.003091312
amazon,0.004956129
purpos,0.000998174
although,0.002040768
slide,0.001326844
design,0.004036213
solid,0.001036238
everi,0.003465939
world,0.000178868
except,0.001151135
simpl,0.002851328
timer,0.003958011
stupid,0.000397882
expens,0.002965296
doesnt,0.004766085
includ,0.002541875
basic,0.002372087
prompt,0.000328677
deliveri,0.001436431
run,0.004042455
attract,0.001390715
mircorwav,9.52E-05
5,0.003671605
hold,0.003455999
dish,0.001870672
control,0.005694941
bottom,0.004074137
limit,0.001700611
peer,9.52E-05
dorm,0.000464304
lighter,0.000328677
latch,0.001482232
enough,0.004533614
conveni,0.001614711
direct,0.001866837
differ,0.003865855
level,0.00203526
own,0.003012053
due,0.001526778
extremli,9.52E-05
satisfi,0.001496514
old,0.007825413
ii,0.001750679
coat,0.002458275
sure,0.003799278
sand,0.001360062
prime,0.000696456
rust,0.001470895
spot,0.001829414
show,0.002326046
purchas,0.008842966
job,0.003138904
result,0.001761666
describ,0.001235193
deliv,0.00154128
promptli,0.000397882
semi,0.000397882
truck,0.001084671
750,0.000464304
on1000,9.52E-05
invert,0.00208504
receiv,0.003012793
mine,0.001466353
shin,9.52E-05
gap,0.00077384
normal,0.001787716
safe,0.000976058
ive,0.005260406
submit,9.52E-05
question,0.001254932
now,0.007087441
ill,0.002335579
star,0.0039751
slightli,0.001556375
annoy,0.001896152
bang,0.000328677
pend,9.52E-05
answer,0.001028701
updat,0.003585778
attach,0.000780515
pictur,0.000709559
9262015,9.52E-05
affect,0.000328677
oper,0.002835931
way,0.004351723
mostli,0.001036238
leftov,0.001344157
seriou,0.000851471
loud,0.003144992
toler,0.000178868
bare,0.001151135
notic,0.002171185
4,0.003683109
five,0.001151135
proper,0.000590479
prepar,0.001064719
three,0.003294773
messag,0.000891541
onto,0.000822961
page,0.000268303
rate,0.002887758
morethanlik,9.52E-05
attempt,0.001151135
iti,0.000341371
model,0.008280449
r410lw,9.52E-05
ever,0.003538896
list,0.001829414
repair,0.007553382
oem,9.52E-05
guess,0.001512822
34rmotda252wrzz34,9.52E-05
motor,0.002038068
34rmotda264wrzz34,9.52E-05
think,0.004587386
rpm,9.52E-05
60hz,9.52E-05
same120,9.52E-05
vi,0.000268303
same2wi,9.52E-05
sameso,9.52E-05
mayb,0.001614711
lose,0.000709559
3600,9.52E-05
wish,0.002179874
stupidi,9.52E-05
boat,0.000341371
rebuild,9.52E-05
real,0.001672379
present,0.000590479
terri,9.52E-05
hurri,0.000328677
teen,9.52E-05
pretti,0.00316788
actual,0.003364664
fiddl,9.52E-05
instal,0.009077671
blue,0.001131264
micro,0.001676096
wave,0.000328677
16,0.000891541
servic,0.009266133
final,0.002393266
wore,0.000256028
shape,0.001151135
risk,0.000664289
gem,0.000178868
happier,0.000723114
outsid,0.002615747
fabul,0.000528395
hesit,0.00087784
total,0.002393266
manner,0.000328677
dig,0.000178868
start,0.007367909
number,0.003518232
remov,0.002883148
thingi,0.000178868
bring,0.000780515
count,0.001087183
tini,0.001358712
handl,0.005171164
seal,0.000679365
combin,0.001012892
side,0.003937603
appli,0.000836621
opposit,0.000268303
pressur,0.000541688
solv,0.00087784
rubber,0.000541688
feet,0.001418049
shouldnt,0.000328677
add,0.002751868
came,0.00387306
item,0.005460903
34cook34,0.000178868
quickli,0.002414501
sooner,0.000256028
thank,0.002292981
insid,0.005499909
23,0.000738098
scrape,0.000397882
thing,0.007208306
style,0.001137294
front,0.003887474
complet,0.003153569
jennair,0.000178868
stove,0.003435978
wise,0.000397882
heavili,0.000178868
reach,0.001420472
end,0.003059432
life,0.001115495
struggl,0.000178868
find,0.004230842
main,0.001406943
function,0.005757541
cup,0.002234284
water,0.002964977
express,0.000709559
temperatur,0.001185214
none,0.001137294
surfac,0.001813976
vent,0.005041217
fan,0.005130044
troubl,0.000650803
seller,0.001326844
care,0.001921744
compani,0.003036478
saturday,9.52E-05
wait,0.003061386
two,0.005841316
respond,0.000993383
happen,0.002700145
onlin,0.002016305
3yr,0.000178868
touchpad,0.000619072
applianc,0.008210269
usual,0.001735957
pay,0.003231212
someon,0.001730048
previou,0.002982567
indic,0.001197809
readi,0.000922427
lift,0.000851471
hang,0.000822961
place,0.004147285
sensit,0.000328677
easili,0.002767639
worst,0.000766903
hate,0.000931629
deepli,9.52E-05
regret,0.00087784
giant,0.000464304
heavi,0.001715076
crook,9.52E-05
flat,0.000590479
unevenli,0.000328677
better,0.004222019
less,0.004674631
shock,0.000256028
upmarket,0.000178868
panason,0.001489592
local,0.002716713
canadian,0.000268303
wal,0.000268303
mart,0.000268303
steel,0.003746333
around,0.00260969
profession,0.000650803
white,0.001820389
heard,0.001036238
unbrand,0.000178868
otr,0.000619072
mobil,0.000178868
moment,0.000664289
1995,0.000256028
900,0.000619072
rv,0.000836621
2004,0.000328677
runner,0.000341371
write,0.000780515
juli,0.000836621
2013,0.001311524
spend,0.001911504
coupl,0.002867012
danbi,0.00254904
die,0.003830499
either,0.002201881
refund,0.001527451
fair,0.000590479
thou,0.000178868
enjoy,0.001012892
travel,0.000341371
convectionmicrowav,0.000178868
10,0.002836191
alreadi,0.002291425
broke,0.00256995
appar,0.001406943
everyon,0.001496514
els,0.002479791
deal,0.002515106
bosch,0.000959528
custom,0.005176861
group,9.52E-05
horriblerequir,9.52E-05
phone,0.001390715
call,0.007159048
99,0.000766903
tech,0.002464138
convinc,0.000178868
free,0.001527451
trim,0.001509423
discov,0.000650803
screw,0.004077591
behind,0.001344157
metal,0.003114106
imposs,0.000945366
drill,0.001642759
done,0.002634601
whew,0.000178868
overthestov,0.000328677
rental,0.000256028
immedi,0.00154128
tricki,0.000410847
resolv,0.000885718
tenant,0.000178868
happi,0.003822123
case,0.001991936
sever,0.003435122
built,0.002565408
chose,0.000766903
issu,0.00565539
classi,9.52E-05
casserol,0.001282997
march,0.000650803
15,0.00230929
point,0.002471996
known,0.00060388
cover,0.003587744
rip,0.000679365
colleg,0.000464304
student,0.000426714
origin,0.0020708
box,0.003483046
awesom,0.000945366
reheat,0.004346726
slow,0.000780515
wors,0.001215087
alway,0.002515106
select,0.001543991
mode,0.001837558
manual,0.00335018
enter,0.001045777
reluct,0.000397882
talk,0.000738098
realiz,0.001050033
that,0.002565408
knew,0.001087183
let,0.002435963
fool,0.000256028
youit,9.52E-05
full,0.00261571
dinner,0.002787865
sleek,0.001200477
suppos,0.001511646
press,0.003788829
singl,0.001101003
digit,0.000766903
automat,0.001482
urban,9.52E-05
smaller,0.002634601
much,0.006529527
flight,9.52E-05
stair,9.52E-05
compact,0.002026355
rusti,0.000256028
layer,0.000541688
remaind,9.52E-05
ie,0.000397882
uniform,0.000178868
color,0.001012892
air,0.001045777
smell,0.001915538
later,0.003091312
away,0.003229469
overal,0.002526789
10yr,0.000178868
beauti,0.001344157
unsur,9.52E-05
valu,0.001700611
arc,0.000410847
hv,0.000268303
diod,0.001185214
capacitor,0.000397882
magnetron,0.003462598
truli,0.000590479
disappoint,0.002408288
gold,9.52E-05
french,0.000557034
fridg,0.000822961
almost,0.002133006
cheapli,0.000590479
dispos,0.00060388
garbag,0.000709559
effici,0.001249071
version,0.001263661
2083st,9.52E-05
ident,0.000836621
exist,0.001050033
aspect,0.000256028
problemat,0.000410847
prior,0.001087183
mount,0.003523909
locat,0.001820389
wrong,0.001600737
posit,0.001200477
bracket,0.001988823
align,0.000341371
symmetr,9.52E-05
distanc,0.000341371
engin,0.000945366
graviti,9.52E-05
grey,0.000256028
moreov,9.52E-05
panel,0.003706659
tint,9.52E-05
black,0.002094677
unless,0.00142272
6,0.003012793
tall,0.001326844
dark,0.000590479
arriv,0.003329106
carton,0.000178868
bent,0.000867737
backward,0.000256028
compat,0.000328677
wonder,0.001987063
m,9.52E-05
probabl,0.002899289
daili,0.000795426
havent,0.001825941
wipe,0.000650803
beverag,0.00090634
versat,9.52E-05
ideal,0.000477458
pull,0.001772245
weve,0.001657907
dial,0.000922427
extra,0.002306093
quick,0.001643924
even,0.005964702
wouldnt,0.002239656
brilliant,9.52E-05
den,9.52E-05
offic,0.001028701
larger,0.002217386
lower,0.00192736
familiar,9.52E-05
januari,0.000709559
2015,0.000754849
clock,0.002119229
25,0.001296953
coffe,0.002031558
hous,0.003841696
kind,0.001960721
meh,9.52E-05
biggi,0.000256028
weekend,0.000328677
cold,0.001230532
cave,9.52E-05
cute,0.001197809
without,0.003814793
freak,0.000397882
liter,0.000650803
ador,0.000328677
34cooking34,9.52E-05
isnt,0.002277096
option,0.002682222
your,0.002152863
guy,0.001246914
mention,0.001151135
overtherang,0.000931629
hood,0.001151135
pantri,9.52E-05
bill,0.001036238
1234,0.000754849
multipl,0.00154128
rewarm,0.000341371
okay,0.000945366
speed,0.001837558
zap,0.000328677
handi,0.00087784
parent,0.000328677
christma,0.001012892
six,0.001101003
father,9.52E-05
process,0.001246914
past,0.00192736
keep,0.00351383
schedul,0.001064719
plu,0.002471996
particularli,0.000528395
quieter,0.000650803
note,0.001813985
fortun,0.000766903
pro,0.001050033
itor,9.52E-05
34home34,9.52E-05
ta,0.000256028
yall,9.52E-05
powerhors,9.52E-05
decent,0.001101003
today,0.002007691
thin,0.000780515
lightnorm,9.52E-05
break,0.002007691
cost,0.004968583
vertic,0.000178868
special,0.000984406
galley,0.000256028
proven,0.000341371
meet,0.000766903
500,0.00101236
learn,0.001482
mfg,0.000178868
offer,0.002174998
terribl,0.001235193
hot,0.002750148
supplier,0.000464304
ship,0.003948372
concern,0.001772245
plung,9.52E-05
glad,0.000650803
advertis,0.001496514
stand,0.00154128
effort,0.00060388
simplif,9.52E-05
peril,9.52E-05
hope,0.003044928
samsung,0.00916877
firstit,9.52E-05
consid,0.002040768
live,0.002094472
nyc,0.000328677
secondth,9.52E-05
thirdther,9.52E-05
shake,0.000256028
tough,0.000328677
environ,9.52E-05
addit,0.002452263
expediti,9.52E-05
particular,0.001131264
shortcom,0.000178868
noth,0.00293186
outstand,0.000397882
reason,0.003275604
cheap,0.0020708
somewher,0.000256028
7,0.001295297
cubic,0.001324651
hamster,9.52E-05
area,0.00222414
bell,0.001036238
whistl,0.000984406
dehumidifi,9.52E-05
slid,0.000256028
definit,0.002118229
ikea,0.000328677
pleasantli,0.000256028
surpris,0.001330249
sacrific,0.000178868
fantast,0.000822961
edit,0.000328677
id,0.002397768
whatsoev,0.000397882
backroom,9.52E-05
say,0.004384404
specif,0.001511646
applic,0.000780515
broken,0.001526778
leav,0.002201881
rest,0.000984406
consider,0.000464304
swap,0.000397882
chisel,9.52E-05
snip,0.000178868
cut,0.001312541
tab,0.000464304
sheet,0.00087534
connector,0.000256028
revers,0.000341371
busi,0.000998174
reassembl,9.52E-05
hardwar,0.001264354
store,0.002109669
scaveng,9.52E-05
unus,0.000256028
electron,0.001757298
builder,0.00060388
suddenli,0.00087784
odd,0.000709559
kill,0.000256028
zero,0.000709559
repres,0.00060388
safeti,0.001147944
perhap,0.001326844
stuck,0.001087183
gun,0.000178868
repairman,0.00172927
blame,0.000256028
board,0.002811036
pick,0.000931629
choos,0.001295297
decid,0.002383007
pop,0.002453844
ridicul,0.000780515
concept,0.000636611
34seemed34,9.52E-05
neighbor,0.000410847
within,0.002562008
altern,0.000464304
similar,0.002119229
4th,0.000178868
buyer,0.00087784
bewar,0.000766903
regularli,0.000341371
1100,0.000960121
fact,0.002119229
excess,0.000410847
remind,0.000830334
plenti,0.000931629
person,0.002306093
prefer,0.001470895
though,0.003291761
line,0.002171185
knock,0.000328677
nonslip,0.000493016
mat,0.000178868
enamor,9.52E-05
constant,0.000464304
kid,0.000931629
allow,0.002141372
evil,0.000268303
stare,0.000178868
ask,0.002670242
redhead,9.52E-05
stepchild,9.52E-05
relax,9.52E-05
21,0.000256028
check,0.002631516
perform,0.002429183
faster,0.001131264
defect,0.001616235
olver,9.52E-05
downsiz,0.000178868
wiseman,9.52E-05
thoroughli,0.00060388
hotter,0.000397882
anyth,0.003694717
tend,0.000410847
loudbut,9.52E-05
anticip,9.52E-05
shouldv,0.000256028
dimens,0.001012892
clear,0.001813985
closur,0.000256028
folk,0.000328677
tight,0.000836621
adjust,0.000822961
thisa,9.52E-05
aggrav,0.000256028
shove,0.000178868
notei,9.52E-05
figur,0.00192736
ahead,0.000664289
shut,0.00230929
misshav,9.52E-05
written,0.000328677
miss,0.00145118
fearedy,9.52E-05
cookoh,9.52E-05
gon,0.000178868
na,0.000328677
atamazon,9.52E-05
chosen,0.000328677
lump,9.52E-05
wherea,9.52E-05
wide,0.001080418
measur,0.00111566
given,0.001526778
TRUE,0.00060388
dissappoint,9.52E-05
properli,0.0015855
degreas,0.000178868
tape,0.000976058
unhelp,0.000328677
chase,0.000178868
promis,0.000738098
goe,0.002001481
futur,0.000650803
requir,0.002507735
mother,0.000477458
40,0.000590479
fuse,0.000723114
12500,9.52E-05
henc,0.000328677
exact,0.001784614
outward,9.52E-05
compar,0.001672379
feb,0.000328677
outlet,0.001165768
return,0.004078256
window,0.000780515
mar,9.52E-05
17,0.000723114
meal,0.001561338
frozen,0.003275969
advantag,0.000397882
yo,0.000178868
supervis,0.000178868
portabl,0.000341371
washer,0.000679365
e,0.000341371
spin,0.000766903
cycl,0.001282997
veryeffect,9.52E-05
wash,0.000541688
pair,0.000178868
man,0.001215087
jean,9.52E-05
tshirt,9.52E-05
protect,0.000709559
plan,0.00145118
exactli,0.002026355
descript,0.000945366
success,0.000836621
dishwash,0.001131264
rack,0.001837558
highest,0.000256028
lever,9.52E-05
rais,0.000575185
tool,0.000341371
audibl,0.000178868
snap,0.000477458
settl,0.000178868
attent,0.000397882
forc,0.000541688
destroy,0.000464304
stress,0.000178868
import,0.000836621
sidespecif,9.52E-05
left,0.00296552
switch,0.001640677
carri,0.000795426
load,0.000738098
spare,0.000650803
ensur,0.000328677
specifi,0.000178868
ice,0.000493016
drink,0.000397882
cool,0.001951921
collect,0.000178868
friend,0.001050033
famili,0.001951921
excit,0.000328677
chang,0.002080166
gripe,9.52E-05
26,0.000256028
explod,0.000397882
kept,0.001215087
cheapo,0.000178868
bulb,0.002202005
night,0.001283059
blew,0.000780515
uncomfort,0.000178868
comment,0.001296953
comfort,0.000178868
plug,0.002007691
explain,0.001056789
lightbulb,0.000328677
200,0.001230532
ugh,0.000256028
i34m,9.52E-05
market,0.000650803
cabinet,0.005915993
regular,0.001840383
serv,0.000984406
harder,0.000328677
uuim6,9.52E-05
uk7n,9.52E-05
late,0.000541688
obviou,0.001028701
worsen,9.52E-05
neg,0.001657907
experienc,0.000528395
directli,0.001064719
favorit,0.000397882
spacesav,0.00060388
stem,9.52E-05
revolv,0.000410847
might,0.002136387
duh,9.52E-05
5yo,9.52E-05
8yo,9.52E-05
onin,9.52E-05
stuff,0.000960121
rotisseri,9.52E-05
chicken,0.000993383
whatnot,9.52E-05
superpleas,9.52E-05
mw,0.000619072
lookwis,9.52E-05
microwaveit,9.52E-05
reviewsqa,9.52E-05
factjust,9.52E-05
confirm,0.000650803
save,0.002739798
studio,0.000328677
estat,0.000256028
sturdi,0.000590479
construct,0.001131264
dock,9.52E-05
2month,0.000178868
rude,9.52E-05
dryer,0.000541688
luckili,0.000836621
rare,0.000541688
method,0.000541688
faulti,0.000795426
spread,0.000178868
occurr,9.52E-05
chat,0.000894342
rep,0.001064719
hour,0.002682378
declin,9.52E-05
owner,0.001440182
state,0.001605751
mess,0.000738098
forward,0.000945366
yeah,0.000256028
convers,0.000590479
session,9.52E-05
log,9.52E-05
transcript,9.52E-05
722015,9.52E-05
45435,9.52E-05
pm,0.004950437
length,0.00060388
1841,9.52E-05
name,0.000664289
rafael,0.002380018
vazquez,0.002094416
michel,0.003046423
paulsen,9.52E-05
454,9.52E-05
hello,0.000190401
welcom,0.000256028
usa,0.000464304
support,0.00145118
provid,0.001820389
455,0.000190401
hi,0.000268303
456,0.000571204
sorri,0.000780515
hear,0.001360062
troubleshoot,0.000696456
step,0.000811908
thislol,9.52E-05
inadequ,0.000328677
suppli,0.000528395
test,0.001342991
457,0.000571204
mug,0.000679365
bowl,0.001642759
clearoff,0.000178868
reset,0.001295297
keypad,0.002271951
60,0.000709559
startpaus,0.000178868
458,0.000285602
459,9.52E-05
ye,0.001735957
acceler,9.52E-05
dedic,0.000464304
circuit,0.001918559
breaker,0.001277207
501,0.000571204
503,0.000285602
cooper,9.52E-05
patienc,9.52E-05
regard,0.000723114
visit,0.00090634
technician,0.00160056
diagnos,0.000766903
correct,0.001358712
date,0.000931629
504,0.000285602
suck,0.000590479
common,0.000891541
5914,9.52E-05
extend,0.001572112
505,0.000285602
delight,9.52E-05
author,0.000960121
zip,0.000178868
code,0.00193606
76306,9.52E-05
506,0.000190401
kindli,0.000178868
upon,0.001050033
freeman,9.52E-05
5802552676,9.52E-05
507,0.000285602
4325,9.52E-05
n,9.52E-05
highway,9.52E-05
81,9.52E-05
duncan,9.52E-05
509,0.000285602
respect,0.000178868
decis,0.000328677
assist,0.000410847
511,9.52E-05
nope,0.000256028
horribl,0.001012892
ownersr,9.52E-05
obvious,0.001200477
compon,0.001064339
512,0.000285602
file,0.000178868
report,0.002542422
catch,0.000766903
fire,0.002738925
pleasur,0.000256028
via,0.000738098
18002430000,9.52E-05
appreci,0.000464304
equip,0.00060388
mom,0.000328677
mno,9.52E-05
thu,0.000891541
honestli,0.00060388
9,0.001200477
linear,9.52E-05
avail,0.002362994
stick,0.001390715
2010,0.000780515
saw,0.001101003
se,0.001855678
error,0.00248992
research,0.001283059
meant,0.000590479
steam,0.002057403
underneath,0.000590479
sensor,0.002290166
malfunct,0.000664289
basi,0.000256028
thrill,0.000528395
cautiou,9.52E-05
watch,0.000590479
34bake,0.000178868
potato34,0.000178868
screen,0.000851471
period,0.001181287
chalk,0.000178868
lesson,0.000256028
televis,0.000477458
opt,0.000528395
fast,0.002535182
monogram,0.000268303
dc,9.52E-05
drawer,0.002754815
handyi,9.52E-05
post,0.001390715
perk,9.52E-05
haywir,9.52E-05
flash,0.000590479
67,9.52E-05
dollar,0.000851471
blow,0.000766903
24,0.000931629
serg,9.52E-05
flicker,0.000256028
irrit,0.000477458
unsettl,9.52E-05
walmartat,9.52E-05
least,0.002596948
legitim,0.000178868
cart,9.52E-05
700,0.001206251
caviti,0.000650803
jt,9.52E-05
expos,0.000709559
wheel,0.000679365
rotari,9.52E-05
devic,0.000836621
fresh,0.000541688
34new34,0.000178868
dri,0.001181287
rid,0.000650803
fume,0.000410847
aaaa,9.52E-05
shipment,0.000477458
stylish,0.000541688
toaster,0.00121547
claim,0.000795426
toast,0.000464304
aw,0.000723114
confus,0.000976058
till,0.000256028
curv,0.000541688
82615,9.52E-05
rereview,9.52E-05
tabl,0.000984406
suit,0.000328677
cafe,0.000959528
refriger,0.001873606
approxim,0.000766903
stay,0.00222414
seen,0.001165768
four,0.00189696
knob,0.000528395
melt,0.001761666
advis,0.000891541
300,0.000590479
dispens,0.000341371
round,0.001605751
comp,9.52E-05
quot,0.000256028
122500,9.52E-05
labor,0.00183768
10000mi,9.52E-05
respons,0.001771843
poster,9.52E-05
suggest,0.001296953
toward,0.000528395
shot,0.000328677
75000,9.52E-05
vs,0.000830334
1225,9.52E-05
sharehold,9.52E-05
outrag,9.52E-05
type,0.001326844
irrespons,9.52E-05
multipli,9.52E-05
activ,0.000328677
thousand,0.000341371
serious,0.000397882
gone,0.000984406
lost,0.000709559
poor,0.00189696
bought110v,9.52E-05
underpow,0.000664289
strongli,0.000464304
220v,0.000380803
advantium,0.001132274
rewir,0.000256028
12,0.003598196
element,0.001185214
halogen,0.000928608
burnt,0.000940048
3rd,0.00060388
infrar,0.000285602
near,0.001137294
instant,9.52E-05
pizza,0.001686245
recip,0.000477458
reli,0.000256028
heater,0.000268303
characterist,9.52E-05
bother,0.000464304
reprogram,0.000328677
34cooked34,9.52E-05
uncook,9.52E-05
34floppi,9.52E-05
slices34,9.52E-05
consum,0.002018389
relat,0.000493016
told,0.003804692
sell,0.001036238
execut,0.000541688
imagin,0.000528395
34crome34,9.52E-05
websit,0.000650803
refus,0.001131264
appoint,0.000960121
agre,0.001215087
dodg,9.52E-05
amazonlesson,9.52E-05
92,9.52E-05
wit,9.52E-05
substanti,0.000178868
togeth,0.000650803
defrost,0.002892761
meat,0.001028701
statu,9.52E-05
friendli,0.000397882
albeit,0.000256028
shop,0.000960121
sold,0.000766903
short,0.002351001
soften,0.000477458
led,0.000931629
eleg,0.000464304
transit,0.000178868
exhaust,0.002211048
bright,0.000945366
lack,0.00154128
huge,0.001829414
diy,9.52E-05
approv,0.000256028
choic,0.001249071
inde,0.000464304
exorbit,9.52E-05
absolut,0.001344157
anyon,0.001976651
mark,0.000867737
cord,0.001330899
forwhich,9.52E-05
isomalt,9.52E-05
sugar,9.52E-05
art,0.000256028
logic,0.000541688
1200,0.000766903
hit,0.001903052
landlord,9.52E-05
contrapt,9.52E-05
incess,0.000328677
drive,0.000619072
mad,0.000178868
cours,0.001376793
there,0.001820389
internet,0.000822961
search,0.001279039
fate,9.52E-05
soon,0.001087183
wheelchair,9.52E-05
heart,9.52E-05
content,0.000410847
across,0.001186617
absurd,0.000178868
ceas,0.000410847
anger,9.52E-05
slowli,0.000328677
cancel,0.000477458
ad,0.001373978
listen,0.000464304
siren,9.52E-05
song,9.52E-05
idioci,9.52E-05
mean,0.001543991
wtf,9.52E-05
field,9.52E-05
beat,0.00087784
basebal,9.52E-05
bat,9.52E-05
tinni,9.52E-05
slam,0.000464304
itt,9.52E-05
o,9.52E-05
display,0.002802695
increment,0.001303022
complic,0.000590479
input,0.000178868
array,9.52E-05
tthe,9.52E-05
kit,0.001115495
unload,9.52E-05
reload,9.52E-05
manufactur,0.002246513
chanc,0.000998174
7,0.000477458
fanci,0.000709559
34snow,9.52E-05
white34,9.52E-05
realiti,0.000178868
follow,0.001761666
spray,0.001424827
brush,0.000696456
amaz,0.001151135
ton,0.000397882
pad,0.00171912
torn,0.000268303
chew,9.52E-05
especi,0.001629193
sturdier,9.52E-05
nicer,0.000178868
key,0.001649647
undercarriag,9.52E-05
smoother,9.52E-05
describedon,9.52E-05
pure,0.000397882
sine,9.52E-05
