word,tf-idf
contact,0.000761361
valu,0.000761361
heavier,0.000761361
stand,0.000761361
attent,0.000761361
opinion,0.000761361
pass,0.000752912
christma,0.000752912
rock,0.000752912
cousin,0.000748216
temperatur,0.000746064
regularli,0.000746064
form,0.000743691
coordin,0.000743691
poor,0.000743691
accur,0.000743691
obsess,0.000739325
liter,0.000739325
cuddli,0.000739325
past,0.000739325
mostli,0.000739325
uniqu,0.000739325
suction,0.000735625
tie,0.000730727
tiger,0.000729444
gross,0.000726022
angl,0.000723807
dad,0.000721494
behind,0.000721494
adjust,0.000721494
pic,0.000721494
moment,0.000721494
mesh,0.000718432
walmart,0.000717131
girli,0.000717131
meant,0.000717131
obvious,0.000717131
worn,0.000717131
grandbabi,0.000717131
accident,0.000713297
caught,0.000713297
afraid,0.000713297
rash,0.00070838
sticki,0.00070838
parti,0.000703663
despit,0.000703663
twice,0.000703663
direct,0.000703663
wide,0.000699132
pet,0.000699132
sport,0.000699132
13,0.000699132
honestli,0.000699132
late,0.000699132
n,0.000695968
trick,0.000694772
11,0.000694772
r,0.000694772
lighter,0.000694772
test,0.000694772
solv,0.000685862
stiff,0.000681134
registri,0.000681134
ugli,0.000681134
cold,0.000678803
altern,0.000676599
world,0.000676599
whenev,0.000676599
tuck,0.000676599
outfit,0.000676599
condit,0.000676599
attract,0.000672242
habit,0.000672242
creat,0.000672242
sooner,0.000672242
quiet,0.000672242
therefor,0.000672242
penni,0.000672242
dirt,0.00066813
playtex,0.000658428
pregnant,0.000653889
horribl,0.000653889
mess,0.000653889
sens,0.000653889
sucker,0.000653889
smile,0.000653889
longhorn,0.00065209
win,0.00065052
zebra,0.00065052
success,0.000649535
bare,0.000649535
swing,0.000649535
trust,0.000649535
sadli,0.000649535
word,0.000649535
basket,0.000649535
fade,0.000649535
thick,0.000649535
neither,0.000649535
manag,0.000649535
imag,0.000645277
charg,0.000645277
suckl,0.000645277
smoothi,0.000645277
model,0.000645277
tomme,0.000640291
lion,0.000640291
chemic,0.000640291
favor,0.000635536
cutout,0.000635536
formula,0.000633109
god,0.000630993
custom,0.000630993
button,0.000630993
dollar,0.000630993
protect,0.000630993
drive,0.000630993
variou,0.000626644
2nd,0.000626644
sad,0.000626644
emerg,0.000626644
temp,0.000622449
zipper,0.000622236
dinosaur,0.000617222
ga,0.000617222
30,0.000612452
hors,0.000609989
length,0.000607904
tight,0.000607904
addict,0.000607904
result,0.000607904
catch,0.000607904
center,0.000604332
owl,0.000604332
access,0.000603559
adult,0.000603559
excelent,0.000603559
busi,0.000603559
current,0.000603559
period,0.000603559
uncomfort,0.000603559
grandma,0.000603559
novelti,0.000603559
nook,0.000599395
chain,0.000599395
relax,0.000598998
whose,0.000598998
who,0.000598998
tab,0.000593953
princess,0.000593953
0,0.000589166
buddi,0.000589166
bead,0.000586677
frequent,0.000584613
moistur,0.000584613
correct,0.000584613
odd,0.000584613
fli,0.000584613
wed,0.000580272
previous,0.000580272
thrill,0.000580272
beani,0.000580272
throughout,0.000580272
peac,0.000580272
talk,0.000580272
risk,0.000580272
brother,0.000580272
batteri,0.000576183
dino,0.000575554
hed,0.000575554
aw,0.000570474
butterfli,0.000570474
teddi,0.000570474
silli,0.000565669
heart,0.000565669
deterg,0.000565669
effect,0.000565669
earlier,0.000565669
beyond,0.000561111
research,0.000561111
sanitari,0.000561111
struggl,0.000561111
u,0.000561111
rare,0.000561111
easiest,0.000561111
perhap,0.000561111
womb,0.000557344
rid,0.000556775
fault,0.000556775
fulli,0.000556775
preciou,0.000556775
insert,0.000556775
reduc,0.000556775
entertain,0.000556775
oldest,0.000556775
dozen,0.000556775
select,0.000556775
certainli,0.000556775
intend,0.000556775
pod,0.000551895
cake,0.000546776
seal,0.000546776
sheep,0.000545858
stage,0.00054195
smooth,0.00054195
velcro,0.00054195
grown,0.00054195
transluc,0.00054195
prime,0.000537386
steam,0.000537386
major,0.000537386
ridicul,0.000537386
bump,0.000537386
beat,0.000537386
tough,0.000533055
fix,0.000533055
disappear,0.000533055
na,0.000533055
awar,0.000533055
desper,0.000533055
warn,0.000533055
skill,0.000533055
combin,0.000533055
law,0.000533055
sign,0.000533055
awhil,0.000533055
ate,0.000533055
danger,0.000533055
upon,0.000533055
dentist,0.00052801
bean,0.000522848
classic,0.000522848
advent,0.000517999
dip,0.000517999
stylish,0.000517999
bend,0.000517999
site,0.000517999
sink,0.000517999
wors,0.000517999
bacteria,0.000517999
lint,0.000517999
hungri,0.000517999
object,0.000513427
accessori,0.000513427
saliva,0.000513427
morn,0.000513427
land,0.000513427
glowinthedark,0.000513427
buck,0.000513427
skip,0.000513427
plug,0.000509486
term,0.000509486
decor,0.000509102
nighttim,0.000509102
forev,0.000509102
occas,0.000509102
haha,0.000509102
closer,0.000509102
invest,0.000509102
rubberi,0.000509102
darn,0.000509102
improv,0.000509102
vs,0.000509102
appar,0.000509102
tail,0.000509102
phillip,0.000509102
soooo,0.000509102
tag,0.000509102
joke,0.000509102
safer,0.000509102
contour,0.000509102
what,0.000509102
goto,0.000509102
wing,0.000509102
23,0.000509102
websit,0.000509102
dispens,0.000503888
costum,0.000503888
devic,0.000498676
heat,0.000498676
residu,0.000498676
cotton,0.000498169
nois,0.0004938
transpar,0.0004938
potenti,0.0004938
abil,0.0004938
limit,0.0004938
accid,0.0004938
requir,0.000489221
bella,0.000489221
retail,0.000489221
cycl,0.000489221
label,0.000489221
surfac,0.000489221
rang,0.000489221
carrier,0.000489221
irrit,0.000489221
flow,0.000489221
thu,0.000489221
shouldnt,0.000489221
halloween,0.000489221
human,0.000485207
popular,0.000484903
walk,0.000484903
suit,0.000484903
flip,0.000484903
perman,0.000484903
plenti,0.000484903
decent,0.000484903
pediatrician,0.000484903
eas,0.000484903
doubt,0.000484903
hadnt,0.000484903
promptli,0.000484903
content,0.000484903
flimsi,0.000484903
unabl,0.000484903
individu,0.000484903
dish,0.000484903
broken,0.000484903
luckili,0.000484903
saniti,0.000484903
clearli,0.000484903
alot,0.000484903
retriev,0.000484903
prior,0.000484903
fairli,0.000484903
hisher,0.000484903
closest,0.000484903
assum,0.000484903
min,0.000474247
pouch,0.000474247
stripe,0.000474247
vent,0.000469342
deep,0.000464753
system,0.000464753
45,0.000464753
drool,0.000464753
began,0.000464753
mix,0.000464753
bull,0.000464753
distract,0.000464753
agre,0.000464753
recomend,0.000464753
ella,0.000464753
14,0.000464753
hassl,0.000460443
outer,0.000460443
kick,0.000460443
rememb,0.000460443
lower,0.000460443
everyday,0.000460443
main,0.000460443
theyv,0.000460443
gnaw,0.000460443
hesit,0.000460443
weigh,0.000460443
motor,0.000460443
couch,0.000460443
hardli,0.000460443
magic,0.000460443
babe,0.000460443
fear,0.000460443
corner,0.000460443
terribl,0.000460443
happili,0.000460443
grew,0.000460443
awak,0.000460443
forward,0.000460443
counter,0.000454881
tether,0.000454881
inspect,0.00044978
tree,0.000449546
cup,0.000444607
med,0.000442453
edit,0.000440008
specifi,0.000440008
remain,0.000440008
footbal,0.000440008
crawl,0.000440008
fallen,0.000440008
random,0.000440008
indic,0.000440008
eight,0.000440008
consist,0.000435706
charm,0.000435706
particularli,0.000435706
instruct,0.000435706
maneuv,0.000435706
somehow,0.000435706
gon,0.000435706
write,0.000435706
bulk,0.000435706
strang,0.000435706
mama,0.000435706
till,0.000435706
somewhat,0.000435706
ie,0.000435706
hide,0.000435706
nasti,0.000435706
youngest,0.000435706
storag,0.000435706
afford,0.000435706
gentl,0.000435706
inexpens,0.000435706
theyll,0.000435706
cowboy,0.000435706
brilliant,0.000435706
shipment,0.000435706
luv,0.000429969
combo,0.000424556
snip,0.000424556
reflex,0.000419576
appeal,0.000419576
belli,0.000419576
lack,0.000419576
burp,0.000419576
closur,0.000419576
logo,0.000419576
press,0.000419576
2pack,0.000419576
resembl,0.000414966
colic,0.000414966
shed,0.000414966
lovi,0.000414966
em,0.000414966
1st,0.000414966
lead,0.000414966
trash,0.000414966
rotat,0.000414966
interchang,0.000414966
teat,0.000410849
pad,0.000410849
anticip,0.000410674
yesterday,0.000410674
daddi,0.000410674
friendli,0.000410674
d,0.000410674
biggest,0.000410674
def,0.000410674
resist,0.000410674
sleepi,0.000410674
ween,0.000410674
mad,0.000410674
clever,0.000410674
hear,0.000410674
slide,0.000410674
25,0.000410674
faster,0.000410674
certain,0.000410674
36,0.000410674
ideal,0.000410674
lactat,0.000410674
doctor,0.000410674
meet,0.000410674
per,0.000410674
skeptic,0.000410674
previou,0.000410674
til,0.000410674
tabl,0.000410674
shorter,0.000410674
regret,0.000410674
blah,0.000410588
binkibear,0.000404763
envelop,0.000399257
mimic,0.000394231
paw,0.000394231
connect,0.000394231
sox,0.000394231
error,0.000394231
sharp,0.000394231
scratch,0.000394231
yank,0.000389607
level,0.000389607
chicco,0.000389607
drawstr,0.000389607
constant,0.000389607
inform,0.000389607
tabbi,0.000389607
bpafre,0.000389607
hello,0.000389607
pasi,0.000387279
diamond,0.000385526
swear,0.000385326
disinfect,0.000385326
dislik,0.000385326
momma,0.000385326
3rd,0.000385326
fortun,0.000385326
request,0.000385326
follow,0.000385326
awkward,0.000385326
scare,0.000385326
s,0.000385326
somewher,0.000385326
settl,0.000385326
itll,0.000385326
slight,0.000385326
rave,0.000385326
thinner,0.000385326
laid,0.000385326
reccomend,0.000385326
automat,0.000385326
pinch,0.000385326
typic,0.000385326
slept,0.000385326
benefit,0.000385326
firm,0.000385326
overpr,0.000385326
importantli,0.000385326
factor,0.000385326
own,0.000385326
squishi,0.000385326
greatest,0.000385326
harm,0.000385326
groceri,0.000385326
sale,0.000385326
meyer,0.000385326
da,0.000382872
plushi,0.000379245
reflux,0.000379245
fold,0.000368545
hollow,0.000368545
claim,0.000368545
metal,0.00036746
youv,0.000363905
suppli,0.000363905
finish,0.000363905
key,0.000363905
kitchen,0.000363905
drink,0.000363905
618,0.000363905
process,0.000363905
b,0.000363905
user,0.000363905
necessari,0.000363905
exchang,0.000363905
exist,0.000363905
hunt,0.000363905
promis,0.000363905
ident,0.000363905
grade,0.000363905
forc,0.000363905
hop,0.000363905
neat,0.000363905
skull,0.000363905
ahold,0.000363905
fullterm,0.000359925
hey,0.000359637
buyer,0.000359637
tummi,0.000359637
rais,0.000359637
approv,0.000359637
soo,0.000359637
grate,0.000359637
lid,0.000359637
nicer,0.000359637
forth,0.000359637
poorli,0.000359637
tape,0.000359637
fyi,0.000359637
soapi,0.000359637
bummer,0.000359637
indent,0.000359637
needless,0.000359637
rim,0.000359637
book,0.000359637
ebf,0.000359637
andor,0.000359637
newest,0.000359637
consult,0.000359637
difficulti,0.000359637
lb,0.000359637
met,0.000359637
wider,0.000359637
confid,0.000359637
soak,0.000359637
yr,0.000359637
shame,0.000359637
pinki,0.000359637
regist,0.000359637
visit,0.000359637
shove,0.000359637
attempt,0.000359637
bewar,0.000359637
fail,0.000359637
thoroughli,0.000359637
mari,0.000359637
fabul,0.000359637
liquid,0.000353399
syring,0.000353399
mr,0.000353399
heartbeat,0.000347641
page,0.000347641
waterproof,0.000347641
colour,0.000342491
pour,0.000342491
ducki,0.000342491
unit,0.000342491
medela,0.000337833
worst,0.000337833
